state,district,candidate_name,party,vote_percentage,is_incumbent,is_winner,pvi,election_type,wikipedia_url
California,California 10,Ted Howze,Republican,44.8,False,False,Even,general,
California,California 11,Mark DeSaulnier,Democratic,73.0,True,True,D+21,general,https://en.wikipedia.org/wiki/Mark_DeSaulnier
California,California 11,Nisha Sharma,Republican,27.0,False,False,D+21,general,
California,California 12,Nancy Pelosi,Democratic,77.6,True,True,D+37,general,https://en.wikipedia.org/wiki/Nancy_Pelosi
California,California 12,Shahid Buttar,Democratic,22.4,False,False,D+37,general,
California,California 13,Barbara Lee,Democratic,90.4,True,True,D+40,general,https://en.wikipedia.org/wiki/Barbara_Lee
California,California 13,Nikka Piterman,Republican,9.6,False,False,D+40,general,
California,California 14,Jackie Speier,Democratic,79.3,True,True,D+27,general,https://en.wikipedia.org/wiki/Jackie_Speier
California,California 14,Ran Petel,Republican,20.7,False,False,D+27,general,
California,California 15,Eric Swalwell,Democratic,70.9,True,True,D+20,general,https://en.wikipedia.org/wiki/Eric_Swalwell
California,California 15,Alison Hayden,Republican,29.1,False,False,D+20,general,
California,California 16,Jim Costa,Democratic,59.4,True,True,D+9,general,https://en.wikipedia.org/wiki/Jim_Costa
California,California 16,Kevin Cookingham,Republican,40.6,False,False,D+9,general,
California,California 17,Ro Khanna,Democratic,71.3,True,True,D+25,general,https://en.wikipedia.org/wiki/Ro_Khanna
California,California 17,Ritesh Tandon,Republican,28.7,False,False,D+25,general,
California,California 18,Anna Eshoo,Democratic,63.2,True,True,D+23,general,https://en.wikipedia.org/wiki/Anna_Eshoo
California,California 18,Rishi Kumar,Democratic,36.8,False,False,D+23,general,
California,California 19,Zoe Lofgren,Democratic,71.7,True,True,D+24,general,https://en.wikipedia.org/wiki/Zoe_Lofgren
California,California 19,Justin Aguilera,Republican,28.3,False,False,D+24,general,
California,California 2,Jared Huffman,Democratic,75.7,True,True,D+22,general,https://en.wikipedia.org/wiki/Jared_Huffman
California,California 2,Dale Mensing,Republican,24.3,False,False,D+22,general,
California,California 20,Jimmy Panetta,Democratic,76.8,True,True,D+23,general,https://en.wikipedia.org/wiki/Jimmy_Panetta
California,California 20,Jeff Gorman,Republican,23.2,False,False,D+23,general,
California,California 21,David Valadao,Republican,50.5,False,True,D+5,general,https://en.wikipedia.org/wiki/David_Valadao
California,California 21,T.J. Cox,Democratic,49.5,True,False,D+5,general,https://en.wikipedia.org/wiki/TJ_Cox
California,California 22,Devin Nunes,Republican,54.2,True,True,R+8,general,https://en.wikipedia.org/wiki/Devin_Nunes
California,California 22,Phil Arballo,Democratic,45.8,False,False,R+8,general,
California,California 23,Kevin McCarthy,Republican,62.1,True,True,R+14,general,https://en.wikipedia.org/wiki/Kevin_McCarthy
California,California 23,Kim Mangone,Democratic,37.9,False,False,R+14,general,
California,California 24,Salud Carbajal,Democratic,58.7,True,True,D+7,general,https://en.wikipedia.org/wiki/Salud_Carbajal
California,California 24,Andy Caldwell,Republican,41.3,False,False,D+7,general,
California,California 25,Mike Garcia,Republican,50.1,True,True,D+3,general,https://en.wikipedia.org/wiki/Mike_Garcia_(politician)
California,California 25,Christy Smith,Democratic,49.9,False,False,D+3,general,https://en.wikipedia.org/wiki/Christy_Smith_(politician)
California,California 25,Mike Garcia,Republican,54.9,False,True,,special,https://en.wikipedia.org/wiki/Mike_Garcia_(politician)
California,California 25,Christy Smith,Democratic,45.1,False,False,,special,https://en.wikipedia.org/wiki/Christy_Smith_(politician)
California,California 26,Julia Brownley,Democratic,60.6,True,True,D+7,general,https://en.wikipedia.org/wiki/Julia_Brownley
California,California 26,Ronda Kennedy,Republican,39.4,False,False,D+7,general,
California,California 27,Judy Chu,Democratic,69.8,True,True,D+16,general,https://en.wikipedia.org/wiki/Judy_Chu
California,California 27,Johnny Nalbandian,Republican,30.2,False,False,D+16,general,
California,California 28,Adam Schiff,Democratic,72.7,True,True,D+23,general,https://en.wikipedia.org/wiki/Adam_Schiff
California,California 28,Eric Early,Republican,27.3,False,False,D+23,general,
California,California 29,Tony Cárdenas,Democratic,56.6,True,True,D+29,general,https://en.wikipedia.org/wiki/Tony_C%C3%A1rdenas
California,California 29,Angélica Dueñas,Democratic,43.4,False,False,D+29,general,
California,California 3,John Garamendi,Democratic,54.7,True,True,D+5,general,https://en.wikipedia.org/wiki/John_Garamendi
California,California 3,Tamika Hamilton,Republican,45.3,False,False,D+5,general,
California,California 30,Brad Sherman,Democratic,69.5,True,True,D+18,general,https://en.wikipedia.org/wiki/Brad_Sherman
California,California 30,Mark Reed,Republican,30.5,False,False,D+18,general,
California,California 31,Pete Aguilar,Democratic,61.3,True,True,D+8,general,https://en.wikipedia.org/wiki/Pete_Aguilar
California,California 31,Agnes Gibboney,Republican,38.7,False,False,D+8,general,
California,California 32,Grace Napolitano,Democratic,66.6,True,True,D+17,general,https://en.wikipedia.org/wiki/Grace_Napolitano
California,California 32,Joshua Scott,Republican,33.4,False,False,D+17,general,
California,California 33,Ted Lieu,Democratic,67.6,True,True,D+16,general,https://en.wikipedia.org/wiki/Ted_Lieu
California,California 33,James Bradley,Republican,32.4,False,False,D+16,general,
California,California 34,Jimmy Gomez,Democratic,53.0,True,True,D+35,general,https://en.wikipedia.org/wiki/Jimmy_Gomez
California,California 34,David Kim,Democratic,47.0,False,False,D+35,general,
California,California 35,Norma Torres,Democratic,69.3,True,True,D+19,general,https://en.wikipedia.org/wiki/Norma_Torres
California,California 35,Mike Cargile,Republican,30.7,False,False,D+19,general,
California,California 36,Raul Ruiz,Democratic,60.3,True,True,D+2,general,https://en.wikipedia.org/wiki/Raul_Ruiz_(politician)
California,California 36,Erin Cruz,Republican,39.7,False,False,D+2,general,
California,California 37,Karen Bass,Democratic,85.9,True,True,D+37,general,https://en.wikipedia.org/wiki/Karen_Bass
California,California 37,Errol Webber,Republican,14.1,False,False,D+37,general,
California,California 38,Linda Sánchez,Democratic,74.3,True,True,D+17,general,https://en.wikipedia.org/wiki/Linda_S%C3%A1nchez
California,California 38,Michael Tolar,Democratic,25.7,False,False,D+17,general,
California,California 39,Young Kim,Republican,50.6,False,True,Even,general,https://en.wikipedia.org/wiki/Young_Kim
California,California 39,Gil Cisneros,Democratic,49.4,True,False,Even,general,https://en.wikipedia.org/wiki/Gil_Cisneros
California,California 4,Tom McClintock,Republican,55.9,True,True,R+10,general,https://en.wikipedia.org/wiki/Tom_McClintock
California,California 4,Brynne Kennedy,Democratic,44.1,False,False,R+10,general,
California,California 40,Lucille Roybal-Allard,Democratic,72.7,True,True,D+33,general,https://en.wikipedia.org/wiki/Lucille_Roybal-Allard
California,California 40,Antonio Delgado,Republican,27.3,False,False,D+33,general,
California,California 41,Mark Takano,Democratic,64.0,True,True,D+12,general,https://en.wikipedia.org/wiki/Mark_Takano
California,California 41,Aja Smith,Republican,36.0,False,False,D+12,general,
California,California 42,Ken Calvert,Republican,57.1,True,True,R+9,general,https://en.wikipedia.org/wiki/Ken_Calvert
California,California 42,Liam O'Mara,Democratic,42.9,False,False,R+9,general,
California,California 43,Maxine Waters,Democratic,71.7,True,True,D+29,general,https://en.wikipedia.org/wiki/Maxine_Waters
California,California 43,Joe Collins III,Republican,28.3,False,False,D+29,general,
California,California 44,Nanette Barragán,Democratic,67.8,True,True,D+35,general,https://en.wikipedia.org/wiki/Nanette_Barrag%C3%A1n
California,California 44,Analilia Joya,Democratic,32.2,False,False,D+35,general,
California,California 45,Katie Porter,Democratic,53.5,True,True,R+3,general,https://en.wikipedia.org/wiki/Katie_Porter
California,California 45,Greg Raths,Republican,46.5,False,False,R+3,general,
California,California 46,Lou Correa,Democratic,68.8,True,True,D+15,general,https://en.wikipedia.org/wiki/Lou_Correa
California,California 46,James Waters,Republican,31.2,False,False,D+15,general,
California,California 47,Alan Lowenthal,Democratic,63.3,True,True,D+13,general,https://en.wikipedia.org/wiki/Alan_Lowenthal
California,California 47,John Briscoe,Republican,36.7,False,False,D+13,general,
California,California 48,Michelle Steel,Republican,51.1,False,True,R+4,general,https://en.wikipedia.org/wiki/Michelle_Steel
California,California 48,Harley Rouda,Democratic,48.9,True,False,R+4,general,https://en.wikipedia.org/wiki/Harley_Rouda
California,California 49,Mike Levin,Democratic,53.1,True,True,R+1,general,https://en.wikipedia.org/wiki/Mike_Levin
California,California 49,Brian Maryott,Republican,46.9,False,False,R+1,general,
California,California 5,Mike Thompson,Democratic,76.1,True,True,D+21,general,https://en.wikipedia.org/wiki/Mike_Thompson_(California_politician)
California,California 5,Scott Giblin,Republican,23.9,False,False,D+21,general,
California,California 50,Darrell Issa,Republican,54.0,False,True,R+11,general,https://en.wikipedia.org/wiki/Darrell_Issa
California,California 50,Ammar Campa-Najjar,Democratic,46.0,False,False,R+11,general,https://en.wikipedia.org/wiki/Ammar_Campa-Najjar
California,California 51,Juan Vargas,Democratic,68.3,True,True,D+22,general,https://en.wikipedia.org/wiki/Juan_Vargas
California,California 51,Juan Hidalgo Jr.,Republican,31.7,False,False,D+22,general,
California,California 52,Scott Peters,Democratic,61.6,True,True,D+6,general,https://en.wikipedia.org/wiki/Scott_Peters_(politician)
California,California 52,Jim DeBello,Republican,38.4,False,False,D+6,general,
California,California 53,Sara Jacobs,Democratic,59.5,False,True,D+14,general,https://en.wikipedia.org/wiki/Sara_Jacobs
California,California 53,Georgette Gómez,Democratic,40.5,False,False,D+14,general,https://en.wikipedia.org/wiki/Georgette_G%C3%B3mez
California,California 6,Doris Matsui,Democratic,73.3,True,True,D+21,general,https://en.wikipedia.org/wiki/Doris_Matsui
California,California 6,Chris Bish,Republican,26.7,False,False,D+21,general,
California,California 7,Ami Bera,Democratic,56.6,True,True,D+3,general,https://en.wikipedia.org/wiki/Ami_Bera
California,California 7,Buzz Patterson,Republican,43.4,False,False,D+3,general,
California,California 8,Jay Obernolte,Republican,56.1,False,True,R+9,general,https://en.wikipedia.org/wiki/Jay_Obernolte
California,California 8,Christine Bubser,Democratic,43.9,False,False,R+9,general,
California,California 9,Jerry McNerney,Democratic,57.6,True,True,D+8,general,https://en.wikipedia.org/wiki/Jerry_McNerney
California,California 9,Tony Amador,Republican,42.4,False,False,D+8,general,
Colorado,Colorado 1,Diana DeGette,Democratic,73.6,True,True,D+21,general,https://en.wikipedia.org/wiki/Diana_DeGette
Colorado,Colorado 1,Shane Bolling,Republican,23.5,False,False,D+21,general,
Colorado,Colorado 1,Jan Kok,Approval Voting,1.9,False,False,D+21,general,
Colorado,Colorado 1,Paul N. Fiorino,Unity,0.6,False,False,D+21,general,
Colorado,Colorado 1,Kyle Furey,Libertarian,0.3,False,False,D+21,general,
Colorado,Colorado 2,Joe Neguse,Democratic,61.5,True,True,D+9,general,https://en.wikipedia.org/wiki/Joe_Neguse
Colorado,Colorado 2,Charlie Winn,Republican,35.4,False,False,D+9,general,
Colorado,Colorado 2,Thom Atkinson,Libertarian,2.6,False,False,D+9,general,
Colorado,Colorado 2,Gary Swing,Unity,0.5,False,False,D+9,general,
Colorado,Colorado 3,Lauren Boebert,Republican,51.4,False,True,R+6,general,https://en.wikipedia.org/wiki/Lauren_Boebert
Colorado,Colorado 3,Diane Mitsch Bush,Democratic,45.2,False,False,R+6,general,https://en.wikipedia.org/wiki/Diane_Mitsch_Bush
Colorado,Colorado 3,John Ryan Keil,Libertarian,2.4,False,False,R+6,general,
Colorado,Colorado 3,Critter Milton,Unity,1.0,False,False,R+6,general,
Colorado,Colorado 4,Ken Buck,Republican,60.1,True,True,R+13,general,https://en.wikipedia.org/wiki/Ken_Buck
Colorado,Colorado 4,Ike McCorkle,Democratic,36.6,False,False,R+13,general,
Colorado,Colorado 4,Bruce Griffith,Libertarian,2.3,False,False,R+13,general,
Colorado,Colorado 4,Laura Ireland,Unity,1.0,False,False,R+13,general,
Colorado,Colorado 5,Doug Lamborn,Republican,57.6,True,True,R+14,general,https://en.wikipedia.org/wiki/Doug_Lamborn
Colorado,Colorado 5,Jillian Freeland,Democratic,37.4,False,False,R+14,general,
Colorado,Colorado 5,Ed Duffett,Libertarian,3.4,False,False,R+14,general,
Colorado,Colorado 5,Marcus Murphy,Independent,0.9,False,False,R+14,general,
Colorado,Colorado 5,Rebecca Keltie,Unity,0.8,False,False,R+14,general,
Colorado,Colorado 6,Jason Crow,Democratic,57.1,True,True,D+2,general,https://en.wikipedia.org/wiki/Jason_Crow
Colorado,Colorado 6,Steve House,Republican,40.0,False,False,D+2,general,
Colorado,Colorado 6,Norm Olsen,Libertarian,2.1,False,False,D+2,general,
Colorado,Colorado 6,Jaimie Kulikowski,Unity,0.9,False,False,D+2,general,
Colorado,Colorado 7,Ed Perlmutter,Democratic,59.1,True,True,D+6,general,https://en.wikipedia.org/wiki/Ed_Perlmutter
Colorado,Colorado 7,Casper Stockham,Republican,37.6,False,False,D+6,general,
Colorado,Colorado 7,Ken Biles,Libertarian,2.7,False,False,D+6,general,
Colorado,Colorado 7,David Olszta,Unity,0.6,False,False,D+6,general,
Connecticut,Connecticut 1,John B. Larson,Democratic,63.8,True,True,D+12,general,https://en.wikipedia.org/wiki/John_B._Larson
Connecticut,Connecticut 1,Mary Fay,Republican,35.0,False,False,D+12,general,
Connecticut,Connecticut 1,Thomas McCormick,Green,1.3,False,False,D+12,general,
Connecticut,Connecticut 2,Joe Courtney,Democratic,59.4,True,True,D+3,general,https://en.wikipedia.org/wiki/Joe_Courtney_(politician)
Connecticut,Connecticut 2,Justin Anderson,Republican,38.2,False,False,D+3,general,
Connecticut,Connecticut 2,Cassandra Martineau,Green,1.3,False,False,D+3,general,
Connecticut,Connecticut 2,Daniel Reale,Libertarian,1.1,False,False,D+3,general,
Connecticut,Connecticut 3,Rosa DeLauro,Democratic,58.7,True,True,D+9,general,https://en.wikipedia.org/wiki/Rosa_DeLauro
Connecticut,Connecticut 3,Margaret Streicker,Republican,39.8,False,False,D+9,general,
Connecticut,Connecticut 3,Justin Paglino,Green,1.5,False,False,D+9,general,
Connecticut,Connecticut 4,Jim Himes,Democratic,62.2,True,True,D+7,general,https://en.wikipedia.org/wiki/Jim_Himes
Connecticut,Connecticut 4,Jonathan Riddle,Republican,36.3,False,False,D+7,general,
Connecticut,Connecticut 4,Brian Merlen,Independent,1.6,False,False,D+7,general,
Connecticut,Connecticut 5,Jahana Hayes,Democratic,55.1,True,True,D+2,general,https://en.wikipedia.org/wiki/Jahana_Hayes
Connecticut,Connecticut 5,David Sullivan,Republican,43.5,False,False,D+2,general,
Connecticut,Connecticut 5,Bruce Walczak,Independent,1.4,False,False,D+2,general,
Delaware,Delaware at-large,Lisa Blunt Rochester,Democratic,57.6,True,True,D+6,general,https://en.wikipedia.org/wiki/Lisa_Blunt_Rochester
Delaware,Delaware at-large,Lee Murphy,Republican,40.2,False,False,D+6,general,
Delaware,Delaware at-large,IPoD,IPoD,1.4,False,False,D+6,general,https://en.wikipedia.org/wiki/Independent_Party_of_Delaware
Delaware,Delaware at-large,David Rogers,Libertarian,0.8,False,False,D+6,general,
Florida,Florida 1,Matt Gaetz,Republican,64.6,True,True,R+22,general,https://en.wikipedia.org/wiki/Matt_Gaetz
Florida,Florida 1,Phil Ehr,Democratic,34.0,False,False,R+22,general,
Florida,Florida 1,Albert Oram,Independent,1.4,False,False,R+22,general,
Florida,Florida 10,Val Demings,Democratic,63.6,True,True,D+11,general,https://en.wikipedia.org/wiki/Val_Demings
Florida,Florida 10,Vennia Francois,Republican,36.4,False,False,D+11,general,
Florida,Florida 11,Daniel Webster,Republican,66.7,True,True,R+15,general,https://en.wikipedia.org/wiki/Daniel_Webster_(Florida_politician)
Florida,Florida 11,Dana Cottrell,Democratic,33.3,False,False,R+15,general,
Florida,Florida 12,Gus Bilirakis,Republican,62.9,True,True,R+8,general,https://en.wikipedia.org/wiki/Gus_Bilirakis
Florida,Florida 12,Kimberly Walker,Democratic,37.1,False,False,R+8,general,
Florida,Florida 13,Charlie Crist,Democratic,53.0,True,True,D+2,general,https://en.wikipedia.org/wiki/Charlie_Crist
Florida,Florida 13,Anna Paulina Luna,Republican,47.0,False,False,D+2,general,https://en.wikipedia.org/wiki/Anna_Paulina_Luna
Florida,Florida 14,Kathy Castor,Democratic,60.3,True,True,D+7,general,https://en.wikipedia.org/wiki/Kathy_Castor
Florida,Florida 14,Christine Quinn,Republican,39.7,False,False,D+7,general,
Florida,Florida 15,Scott Franklin,Republican,55.4,False,True,R+6,general,https://en.wikipedia.org/wiki/Scott_Franklin_(politician)
Florida,Florida 15,Alan Cohn,Democratic,44.6,False,False,R+6,general,https://en.wikipedia.org/wiki/Alan_Cohn
Florida,Florida 16,Vern Buchanan,Republican,55.5,True,True,R+7,general,https://en.wikipedia.org/wiki/Vern_Buchanan
Florida,Florida 16,Margaret Good,Democratic,44.5,False,False,R+7,general,https://en.wikipedia.org/wiki/Margaret_Good
Florida,Florida 17,Greg Steube,Republican,64.6,True,True,R+13,general,https://en.wikipedia.org/wiki/Greg_Steube
Florida,Florida 17,Allen Ellison,Democratic,34.1,False,False,R+13,general,
Florida,Florida 17,Theodore Murray,Independent,1.3,False,False,R+13,general,
Florida,Florida 18,Brian Mast,Republican,56.3,True,True,R+5,general,https://en.wikipedia.org/wiki/Brian_Mast
Florida,Florida 18,Pam Keith,Democratic,41.5,False,False,R+5,general,
Florida,Florida 18,K. W. Miller,Independent,2.2,False,False,R+5,general,
Florida,Florida 19,Byron Donalds,Republican,61.3,False,True,R+13,general,https://en.wikipedia.org/wiki/Byron_Donalds
Florida,Florida 19,Cindy Banyai,Democratic,38.7,False,False,R+13,general,
Florida,Florida 2,Neal Dunn,Republican,97.9,True,True,R+18,general,https://en.wikipedia.org/wiki/Neal_Dunn
Florida,Florida 2,Kim O'Connor,write-in,2.1,False,False,R+18,general,
Florida,Florida 20,Alcee Hastings,Democratic,78.7,True,True,D+31,general,https://en.wikipedia.org/wiki/Alcee_Hastings
Florida,Florida 20,Greg Musselwhite,Republican,21.3,False,False,D+31,general,
Florida,Florida 21,Lois Frankel,Democratic,59.0,True,True,D+9,general,https://en.wikipedia.org/wiki/Lois_Frankel
Florida,Florida 21,Laura Loomer,Republican,39.1,False,False,D+9,general,https://en.wikipedia.org/wiki/Laura_Loomer
Florida,Florida 21,Charleston Malkemus,Independent,1.9,False,False,D+9,general,
Florida,Florida 22,Ted Deutch,Democratic,58.6,True,True,D+6,general,https://en.wikipedia.org/wiki/Ted_Deutch
Florida,Florida 22,Jim Pruden,Republican,41.4,False,False,D+6,general,
Florida,Florida 23,Debbie Wasserman Schultz,Democratic,58.2,True,True,D+11,general,https://en.wikipedia.org/wiki/Debbie_Wasserman_Schultz
Florida,Florida 23,Carla Spalding,Republican,41.8,False,False,D+11,general,
Florida,Florida 24,Frederica Wilson,Democratic,75.6,True,True,D+34,general,https://en.wikipedia.org/wiki/Frederica_Wilson
Florida,Florida 24,Lavern Spicer,Republican,20.4,False,False,D+34,general,
Florida,Florida 24,Christine Olivo,Independent,4.0,False,False,D+34,general,
Florida,Florida 25,Mario Díaz-Balart,Republican,100.0,True,True,R+4,general,
Florida,Florida 26,Carlos A. Giménez,Republican,51.7,False,True,D+6,general,https://en.wikipedia.org/wiki/Carlos_A._Gim%C3%A9nez
Florida,Florida 26,Debbie Mucarsel-Powell,Democratic,48.3,True,False,D+6,general,https://en.wikipedia.org/wiki/Debbie_Mucarsel-Powell
Florida,Florida 27,María Elvira Salazar,Republican,51.4,False,True,D+5,general,https://en.wikipedia.org/wiki/Mar%C3%ADa_Elvira_Salazar
Florida,Florida 27,Donna Shalala,Democratic,48.6,True,False,D+5,general,https://en.wikipedia.org/wiki/Donna_Shalala
Florida,Florida 3,Kat Cammack,Republican,57.1,False,True,R+9,general,https://en.wikipedia.org/wiki/Kat_Cammack
Florida,Florida 3,Adam Christensen,Democratic,42.9,False,False,R+9,general,
Florida,Florida 4,John Rutherford,Republican,61.1,True,True,R+17,general,https://en.wikipedia.org/wiki/John_Rutherford_(Florida_politician)
Florida,Florida 4,Donna Deegan,Democratic,38.9,False,False,R+17,general,https://en.wikipedia.org/wiki/Donna_Deegan
Florida,Florida 5,Al Lawson,Democratic,65.1,True,True,D+12,general,https://en.wikipedia.org/wiki/Al_Lawson
Florida,Florida 5,Gary Adler,Republican,34.9,False,False,D+12,general,
Florida,Florida 6,Mike Waltz,Republican,60.6,True,True,R+7,general,https://en.wikipedia.org/wiki/Mike_Waltz
Florida,Florida 6,Clint Curtis,Democratic,39.4,False,False,R+7,general,
Florida,Florida 7,Stephanie Murphy,Democratic,55.3,True,True,Even,general,https://en.wikipedia.org/wiki/Stephanie_Murphy
Florida,Florida 7,Leo Valentín,Republican,43.2,False,False,Even,general,
Florida,Florida 7,William Garlington,Independent,1.4,False,False,Even,general,
Florida,Florida 8,Bill Posey,Republican,61.4,True,True,R+11,general,https://en.wikipedia.org/wiki/Bill_Posey
Florida,Florida 8,Jim Kennedy,Democratic,38.6,False,False,R+11,general,
Florida,Florida 9,Darren Soto,Democratic,56.0,True,True,D+5,general,https://en.wikipedia.org/wiki/Darren_Soto
Florida,Florida 9,Bill Olson,Republican,44.0,False,False,D+5,general,
Georgia,Georgia 1,Buddy Carter,Republican,58.3,True,True,R+9,general,https://en.wikipedia.org/wiki/Buddy_Carter
Georgia,Georgia 1,Joyce Griggs,Democratic,41.7,False,False,R+9,general,
Georgia,Georgia 10,Jody Hice,Republican,62.3,True,True,R+15,general,https://en.wikipedia.org/wiki/Jody_Hice
Georgia,Georgia 10,Tabitha Johnson-Green,Democratic,37.7,False,False,R+15,general,
Georgia,Georgia 11,Barry Loudermilk,Republican,60.4,True,True,R+17,general,https://en.wikipedia.org/wiki/Barry_Loudermilk
Georgia,Georgia 11,Dana Barrett,Democratic,39.6,False,False,R+17,general,
Georgia,Georgia 12,Rick Allen,Republican,58.4,True,True,R+9,general,https://en.wikipedia.org/wiki/Rick_Allen_(politician)
Georgia,Georgia 12,Liz Johnson,Democratic,41.6,False,False,R+9,general,
Georgia,Georgia 13,David Scott,Democratic,77.4,True,True,D+20,general,https://en.wikipedia.org/wiki/David_Scott_(Georgia_politician)
Georgia,Georgia 13,Becky Hites,Republican,22.6,False,False,D+20,general,
Georgia,Georgia 14,Marjorie Taylor Greene,Republican,74.7,False,True,R+27,general,https://en.wikipedia.org/wiki/Marjorie_Taylor_Greene
Georgia,Georgia 14,Kevin Van Ausdal,Democratic,25.3,False,False,R+27,general,
Georgia,Georgia 2,Sanford Bishop,Democratic,59.1,True,True,D+6,general,https://en.wikipedia.org/wiki/Sanford_Bishop
Georgia,Georgia 2,Don Cole,Republican,40.9,False,False,D+6,general,
Georgia,Georgia 3,Drew Ferguson,Republican,65.0,True,True,R+18,general,https://en.wikipedia.org/wiki/Drew_Ferguson_(politician)
Georgia,Georgia 3,Val Almonord,Democratic,35.0,False,False,R+18,general,
Georgia,Georgia 4,Hank Johnson,Democratic,80.1,True,True,D+24,general,https://en.wikipedia.org/wiki/Hank_Johnson
Georgia,Georgia 4,Johsie Cruz,Republican,19.9,False,False,D+24,general,
