state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
New Hampshire,Kelly Ayotte,Republican,2010,Incumbent lost re-election.Democratic gain.,Brian Chabot,Libertarian,1.7,False,D+1,60.2% R,,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010",Incumbent re-elected.,Chuck Schumer,Democratic,70.4,True,D+11,66.3% D,https://en.wikipedia.org/wiki/Chuck_Schumer,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010",Incumbent re-elected.,Wendy Long,Republican,27.4,False,D+11,66.3% D,https://en.wikipedia.org/wiki/Wendy_Long,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010",Incumbent re-elected.,Robin Wilson,Green,1.53,False,D+11,66.3% D,,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010",Incumbent re-elected.,Alex Merced,Libertarian,0.65,False,D+11,66.3% D,,general
North Carolina,Richard Burr,Republican,"2004, 2010",Incumbent re-elected.,Richard Burr,Republican,51.1,True,R+3,55.0% R,https://en.wikipedia.org/wiki/Richard_Burr,general
North Carolina,Richard Burr,Republican,"2004, 2010",Incumbent re-elected.,Deborah Ross,Democratic,45.3,False,R+3,55.0% R,https://en.wikipedia.org/wiki/Deborah_Ross_(politician),general
North Carolina,Richard Burr,Republican,"2004, 2010",Incumbent re-elected.,Sean Haugh,Libertarian,3.57,False,R+3,55.0% R,,general
North Dakota,John Hoeven,Republican,2010,Incumbent re-elected.,John Hoeven,Republican,78.4,True,R+10,76.1% R,https://en.wikipedia.org/wiki/John_Hoeven,general
North Dakota,John Hoeven,Republican,2010,Incumbent re-elected.,Eliot Glassheim,Democratic-NPL,17.0,False,R+10,76.1% R,https://en.wikipedia.org/wiki/Eliot_Glassheim,general
North Dakota,John Hoeven,Republican,2010,Incumbent re-elected.,Robert Marquette,Libertarian,3.08,False,R+10,76.1% R,,general
Ohio,Rob Portman,Republican,2010,Incumbent re-elected.,Rob Portman,Republican,58.0,True,R+1,57.3% R,https://en.wikipedia.org/wiki/Rob_Portman,general
Ohio,Rob Portman,Republican,2010,Incumbent re-elected.,Ted Strickland,Democratic,37.1,False,R+1,57.3% R,https://en.wikipedia.org/wiki/Ted_Strickland,general
Ohio,Rob Portman,Republican,2010,Incumbent re-elected.,Joseph DeMare,Green,1.6,False,R+1,57.3% R,,general
Oklahoma,James Lankford,Republican,"2014, (special)",Incumbent re-elected.,James Lankford,Republican,67.7,True,R+19,67.9% R(2014 special)[f],https://en.wikipedia.org/wiki/James_Lankford,general
Oklahoma,James Lankford,Republican,"2014, (special)",Incumbent re-elected.,Mike Workman,Democratic,24.5,False,R+19,67.9% R(2014 special)[f],https://en.wikipedia.org/wiki/Mike_Workman,general
Oklahoma,James Lankford,Republican,"2014, (special)",Incumbent re-elected.,Robert Murphy,Libertarian,3.0,False,R+19,67.9% R(2014 special)[f],,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010",Incumbent re-elected.,Ron Wyden,Democratic,56.1,True,D+5,57.2% D,https://en.wikipedia.org/wiki/Ron_Wyden,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010",Incumbent re-elected.,Mark Callahan,Republican,33.35,False,D+5,57.2% D,https://en.wikipedia.org/wiki/Mark_Callahan,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010",Incumbent re-elected.,Jim Lindsay,Libertarian,1.23,False,D+5,57.2% D,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010",Incumbent re-elected.,Eric Navickas,Green,2.5,False,D+5,57.2% D,,general
Pennsylvania,Pat Toomey,Republican,2010,Incumbent re-elected.,Pat Toomey,Republican,48.9,True,D+1,51.0% R,https://en.wikipedia.org/wiki/Pat_Toomey,general
Pennsylvania,Pat Toomey,Republican,2010,Incumbent re-elected.,Katie McGinty,Democratic,47.2,False,D+1,51.0% R,https://en.wikipedia.org/wiki/Katie_McGinty,general
Pennsylvania,Pat Toomey,Republican,2010,Incumbent re-elected.,Edward Clifford,Libertarian,3.89,False,D+1,51.0% R,,general
South Carolina,Tim Scott,Republican,"2013, (appointed), 2014, (special)",Incumbent re-elected.,Tim Scott,Republican,60.5,True,R+8,61.1% R(2014 special)[g],https://en.wikipedia.org/wiki/Tim_Scott,general
South Carolina,Tim Scott,Republican,"2013, (appointed), 2014, (special)",Incumbent re-elected.,Thomas Dixon,Democratic,37.0,False,R+8,61.1% R(2014 special)[g],,general
South Carolina,Tim Scott,Republican,"2013, (appointed), 2014, (special)",Incumbent re-elected.,Bill Bledsoe,Libertarian,1.83,False,R+8,61.1% R(2014 special)[g],,general
South Dakota,John Thune,Republican,"2004, 2010",Incumbent re-elected.,John Thune,Republican,71.8,True,R+10,100.0% R[h],https://en.wikipedia.org/wiki/John_Thune,general
South Dakota,John Thune,Republican,"2004, 2010",Incumbent re-elected.,Jay Williams,Democratic,28.2,False,R+10,100.0% R[h],https://en.wikipedia.org/wiki/Jay_Williams_(South_Dakota_politician),general
Utah,Mike Lee,Republican,2010,Incumbent re-elected.,Mike Lee,Republican,68.1,True,R+22,61.6% R,https://en.wikipedia.org/wiki/Mike_Lee,general
Utah,Mike Lee,Republican,2010,Incumbent re-elected.,Misty Snow,Democratic,27.1,False,R+22,61.6% R,https://en.wikipedia.org/wiki/Misty_Snow,general
Utah,Mike Lee,Republican,2010,Incumbent re-elected.,Stoney Fonua,Independent American,2.45,False,R+22,61.6% R,,general
Utah,Mike Lee,Republican,2010,Incumbent re-elected.,Bill Barron,unaffiliated,2.34,False,R+22,61.6% R,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010",Incumbent re-elected.,Patrick Leahy,Democratic,61.3,True,D+18,64.4% D,https://en.wikipedia.org/wiki/Patrick_Leahy,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010",Incumbent re-elected.,Scott Milne,Republican,33.0,False,D+18,64.4% D,https://en.wikipedia.org/wiki/Scott_Milne,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010",Incumbent re-elected.,Cris Ericson,Marijuana,2.86,False,D+18,64.4% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010",Incumbent re-elected.,Jerry Trudell,unaffiliated,1.63,False,D+18,64.4% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010",Incumbent re-elected.,Peter Diamondstone,Liberty Union,1.01,False,D+18,64.4% D,https://en.wikipedia.org/wiki/Peter_Diamondstone,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004, 2010",Incumbentre-elected.,Patty Murray,Democratic,59.01,True,D+5,52.4% D,https://en.wikipedia.org/wiki/Patty_Murray,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004, 2010",Incumbentre-elected.,Chris Vance,Republican,40.99,False,D+5,52.4% D,https://en.wikipedia.org/wiki/Chris_Vance_(politician),general
Wisconsin,Ron Johnson,Republican,2010,Incumbentre-elected.,Ron Johnson,Republican,50.19,True,D+2,51.9% R,https://en.wikipedia.org/wiki/Ron_Johnson,general
Wisconsin,Ron Johnson,Republican,2010,Incumbentre-elected.,Russ Feingold,Democratic,46.84,False,D+2,51.9% R,https://en.wikipedia.org/wiki/Russ_Feingold,general
Wisconsin,Ron Johnson,Republican,2010,Incumbentre-elected.,Phil Anderson,Libertarian,2.7,False,D+2,51.9% R,,general
