state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
Minnesota,Amy Klobuchar,DFL,"2006, 2012, 2018",Incumbent re-elected.,Rebecca Whiting,Libertarian,1.7,False,D+1,60.31% D,,general
Minnesota,Amy Klobuchar,DFL,"2006, 2012, 2018",Incumbent re-elected.,Joyce Lacey,Independence,1.5,False,D+1,60.31% D,,general
Mississippi,Roger Wicker,Republican,"2007, (appointed), 2008, (special), 2012, 2018",Incumbent re-elected.,Roger Wicker,Republican,62.81,True,R+11,58.49% R,https://en.wikipedia.org/wiki/Roger_Wicker,general
Mississippi,Roger Wicker,Republican,"2007, (appointed), 2008, (special), 2012, 2018",Incumbent re-elected.,Ty Pinkins,Democratic,36.6,False,R+11,58.49% R,,general
Missouri,Josh Hawley,Republican,2018,Incumbent re-elected.,Josh Hawley,Republican,55.58,True,R+10,51.38% R,https://en.wikipedia.org/wiki/Josh_Hawley,general
Missouri,Josh Hawley,Republican,2018,Incumbent re-elected.,Lucas Kunce,Democratic,41.76,False,R+10,51.38% R,https://en.wikipedia.org/wiki/Lucas_Kunce,general
Missouri,Josh Hawley,Republican,2018,Incumbent re-elected.,oung,Libertarian,1.2,False,R+10,51.38% R,,general
Missouri,Josh Hawley,Republican,2018,Incumbent re-elected.,oung,Independent,0.7,False,R+10,51.38% R,,general
Missouri,Josh Hawley,Republican,2018,Incumbent re-elected.,Nathan Kline,Green,0.7,False,R+10,51.38% R,,general
Montana,Jon Tester,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Tim Sheehy,Republican,52.64,True,R+11,50.33% D,https://en.wikipedia.org/wiki/Tim_Sheehy,general
Montana,Jon Tester,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Jon Tester,Democratic,45.5,False,R+11,50.33% D,https://en.wikipedia.org/wiki/Jon_Tester,general
Montana,Jon Tester,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Sid Daoud,Libertarian,1.2,False,R+11,50.33% D,,general
Montana,Jon Tester,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Michael Downey,Green,0.7,False,R+11,50.33% D,,general
Nebraska,Deb Fischer,Republican,"2012, 2018",Incumbent re-elected.,Deb Fischer,Republican,53.19,True,R+13,57.69% R,https://en.wikipedia.org/wiki/Deb_Fischer,general
Nebraska,Deb Fischer,Republican,"2012, 2018",Incumbent re-elected.,Dan Osborn,Independent,46.47,False,R+13,57.69% R,https://en.wikipedia.org/wiki/Dan_Osborn,general
Nevada,Jacky Rosen,Democratic,2018,Incumbent re-elected.,Jacky Rosen,Democratic,47.87,True,R+1,50.41% D,https://en.wikipedia.org/wiki/Jacky_Rosen,general
Nevada,Jacky Rosen,Democratic,2018,Incumbent re-elected.,Sam Brown,Republican,46.2,False,R+1,50.41% D,https://en.wikipedia.org/wiki/Sam_Brown_(military),general
Nevada,Jacky Rosen,Democratic,2018,Incumbent re-elected.,None of These Candidates,,3.0,False,R+1,50.41% D,https://en.wikipedia.org/wiki/None_of_These_Candidates,general
Nevada,Jacky Rosen,Democratic,2018,Incumbent re-elected.,Janine Hansen,Independent American,1.5,False,R+1,50.41% D,,general
Nevada,Jacky Rosen,Democratic,2018,Incumbent re-elected.,Christopher Cunningham,Libertarian,1.4,False,R+1,50.41% D,,general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Andy Kim,Democratic,53.64,True,D+6,Appointed(2024)[o],https://en.wikipedia.org/wiki/Andy_Kim,general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Curtis Bashaw,Republican,44.0,False,D+6,Appointed(2024)[o],https://en.wikipedia.org/wiki/Curtis_Bashaw_(politician),general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Christina Khalil,Green,1.1,False,D+6,Appointed(2024)[o],,general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Ken Kaplan,Libertarian,0.6,False,D+6,Appointed(2024)[o],,general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Patricia Mooneyham,Independent,0.4,False,D+6,Appointed(2024)[o],,general
New Jersey,George Helmy,Democratic,"2024, (appointed)","Interim appointee retired.[46]Democratic hold.Interim appointee resigned December 8, 2024, to give Kim preferential seniority.Winner appointed the same day.",Joanne Kuniansky,Socialist Workers,0.2,False,D+6,Appointed(2024)[o],,general
New Mexico,Martin Heinrich,Democratic,"2012, 2018",Incumbent re-elected.,Martin Heinrich,Democratic,55.06,True,D+3,54.09% D,https://en.wikipedia.org/wiki/Martin_Heinrich,general
New Mexico,Martin Heinrich,Democratic,"2012, 2018",Incumbent re-elected.,Nella Domenici,Republican,44.9,False,D+3,54.09% D,,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special), 2012, 2018",Incumbent re-elected.,Kirsten Gillibrand,Democratic,58.5,True,D+10,67.00% D,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special), 2012, 2018",Incumbent re-elected.,Mike Sapraicone,Republican,41.0,False,D+10,67.00% D,,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special), 2012, 2018",Incumbent re-elected.,Diane Sare,LaRouche,0.5,False,D+10,67.00% D,,general
North Dakota,Kevin Cramer,Republican,2018,Incumbent re-elected.,Kevin Cramer,Republican,66.5,True,R+20,55.45% R,https://en.wikipedia.org/wiki/Kevin_Cramer,general
North Dakota,Kevin Cramer,Republican,2018,Incumbent re-elected.,Katrina Christiansen,Democratic–NPL,33.5,False,R+20,55.45% R,,general
Ohio,Sherrod Brown,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Bernie Moreno,Republican,50.09,True,R+6,53.41% D,https://en.wikipedia.org/wiki/Bernie_Moreno,general
Ohio,Sherrod Brown,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Sherrod Brown,Democratic,46.47,False,R+6,53.41% D,https://en.wikipedia.org/wiki/Sherrod_Brown,general
Ohio,Sherrod Brown,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Don Kissick,Libertarian,3.44,False,R+6,53.41% D,,general
Pennsylvania,Bob Casey Jr.,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Dave McCormick,Republican,48.82,True,R+2,55.74% D,https://en.wikipedia.org/wiki/Dave_McCormick,general
Pennsylvania,Bob Casey Jr.,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Bob Casey Jr.,Democratic,48.6,False,R+2,55.74% D,https://en.wikipedia.org/wiki/Bob_Casey_Jr.,general
Pennsylvania,Bob Casey Jr.,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,John Thomas,Libertarian,1.24,False,R+2,55.74% D,,general
Pennsylvania,Bob Casey Jr.,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Leila Hazou,Green,1.0,False,R+2,55.74% D,,general
Pennsylvania,Bob Casey Jr.,Democratic,"2006, 2012, 2018",Incumbent lost re-election.Republican gain.,Marty Selker,Constitution,0.3,False,R+2,55.74% D,,general
Rhode Island,Sheldon Whitehouse,Democratic,"2006, 2012, 2018",Incumbent re-elected.,Sheldon Whitehouse,Democratic,59.9,True,D+8,61.44% D,https://en.wikipedia.org/wiki/Sheldon_Whitehouse,general
Rhode Island,Sheldon Whitehouse,Democratic,"2006, 2012, 2018",Incumbent re-elected.,Patricia Morgan,Republican,40.1,False,D+8,61.44% D,https://en.wikipedia.org/wiki/Patricia_Morgan,general
Tennessee,Marsha Blackburn,Republican,2018,Incumbent re-elected.,Marsha Blackburn,Republican,63.8,True,R+14,54.71% R,https://en.wikipedia.org/wiki/Marsha_Blackburn,general
Tennessee,Marsha Blackburn,Republican,2018,Incumbent re-elected.,Gloria Johnson,Democratic,34.2,False,R+14,54.71% R,https://en.wikipedia.org/wiki/Gloria_Johnson_(politician),general
Tennessee,Marsha Blackburn,Republican,2018,Incumbent re-elected.,Tharon Chandler,Independent,0.9,False,R+14,54.71% R,,general
Tennessee,Marsha Blackburn,Republican,2018,Incumbent re-elected.,Pamela Moses,Independent,0.8,False,R+14,54.71% R,,general
Tennessee,Marsha Blackburn,Republican,2018,Incumbent re-elected.,Hastina Robinson,Independent,0.3,False,R+14,54.71% R,,general
Texas,Ted Cruz,Republican,"2012, 2018",Incumbent re-elected.,Ted Cruz,Republican,53.07,True,R+5,50.89% R,https://en.wikipedia.org/wiki/Ted_Cruz,general
Texas,Ted Cruz,Republican,"2012, 2018",Incumbent re-elected.,Colin Allred,Democratic,44.57,False,R+5,50.89% R,https://en.wikipedia.org/wiki/Colin_Allred,general
Texas,Ted Cruz,Republican,"2012, 2018",Incumbent re-elected.,Ted Brown,Libertarian,2.36,False,R+5,50.89% R,,general
Utah,Mitt Romney,Republican,2018,Incumbent retired.[47]Republican hold.,John Curtis,Republican,62.5,True,R+13,62.59% R,https://en.wikipedia.org/wiki/John_Curtis,general
Utah,Mitt Romney,Republican,2018,Incumbent retired.[47]Republican hold.,Caroline Gleich,Democratic,31.74,False,R+13,62.59% R,https://en.wikipedia.org/wiki/Caroline_Gleich,general
Utah,Mitt Romney,Republican,2018,Incumbent retired.[47]Republican hold.,Carlton Bowen,Independent American,5.74,False,R+13,62.59% R,,general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Bernie Sanders,Independent,63.16,True,D+16,67.44% I,https://en.wikipedia.org/wiki/Bernie_Sanders,general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Gerald Malloy,Republican,32.07,False,D+16,67.44% I,,general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Steve Berry,Independent,2.2,False,D+16,67.44% I,https://en.wikipedia.org/wiki/Steve_Berry_(Vermont_politician),general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Matt Hill,Libertarian,1.2,False,D+16,67.44% I,,general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Justin Schoville,Peace and Justice,0.9,False,D+16,67.44% I,,general
Vermont,Bernie Sanders,Independent,"2006, 2012, 2018",Incumbent re-elected.,Matt Stewart Greenstein,Independent,0.3,False,D+16,67.44% I,,general
Virginia,Tim Kaine,Democratic,"2012, 2018",Incumbent re-elected.,Tim Kaine,Democratic,54.4,True,D+3,57.00% D,https://en.wikipedia.org/wiki/Tim_Kaine,general
Virginia,Tim Kaine,Democratic,"2012, 2018",Incumbent re-elected.,Hung Cao,Republican,45.4,False,D+3,57.00% D,https://en.wikipedia.org/wiki/Hung_Cao,general
Washington,Maria Cantwell,Democratic,"2000, 2006, 2012, 2018",Incumbent re-elected.,Maria Cantwell,Democratic,59.09,True,D+8,58.43% D,https://en.wikipedia.org/wiki/Maria_Cantwell,general
Washington,Maria Cantwell,Democratic,"2000, 2006, 2012, 2018",Incumbent re-elected.,Raul Garcia,Republican,40.64,False,D+8,58.43% D,,general
West Virginia,Joe Manchin,Independent,"2010, (special), 2012, 2018","Incumbent retired.[48]Republican gain.Winner delayed start of term until January 13, 2025, to finish his term asGovernor of West Virginia.",Jim Justice,Republican,68.75,True,R+22,49.57% D[p],https://en.wikipedia.org/wiki/Jim_Justice,general
West Virginia,Joe Manchin,Independent,"2010, (special), 2012, 2018","Incumbent retired.[48]Republican gain.Winner delayed start of term until January 13, 2025, to finish his term asGovernor of West Virginia.",Glenn Elliott,Democratic,27.26,False,R+22,49.57% D[p],https://en.wikipedia.org/wiki/Glenn_Elliott_(politician),general
West Virginia,Joe Manchin,Independent,"2010, (special), 2012, 2018","Incumbent retired.[48]Republican gain.Winner delayed start of term until January 13, 2025, to finish his term asGovernor of West Virginia.",David Moran,Libertarian,3.99,False,R+22,49.57% D[p],,general
Wisconsin,Tammy Baldwin,Democratic,"2012, 2018",Incumbent re-elected.,Tammy Baldwin,Democratic,49.33,True,R+2,55.36% D,https://en.wikipedia.org/wiki/Tammy_Baldwin,general
Wisconsin,Tammy Baldwin,Democratic,"2012, 2018",Incumbent re-elected.,Eric Hovde,Republican,48.48,False,R+2,55.36% D,,general
Wisconsin,Tammy Baldwin,Democratic,"2012, 2018",Incumbent re-elected.,Phil Anderson,Disrupt the Corruption,1.2,False,R+2,55.36% D,,general
Wisconsin,Tammy Baldwin,Democratic,"2012, 2018",Incumbent re-elected.,Thomas Leager,America First,0.9,False,R+2,55.36% D,,general
Wyoming,John Barrasso,Republican,"2007, (appointed), 2008, (special), 2012, 2018",Incumbent re-elected.,John Barrasso,Republican,75.11,True,R+25,66.96% R,https://en.wikipedia.org/wiki/John_Barrasso,general
Wyoming,John Barrasso,Republican,"2007, (appointed), 2008, (special), 2012, 2018",Incumbent re-elected.,Scott Morrow,Democratic,24.12,False,R+25,66.96% R,,general
