state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
Mississippi,Roger Wicker,Republican,"2007, (appointed), 2008, (special)",Incumbent re-elected.,Thomas Cramer,Constitution,1.2,False,,55.0% R(2008 special)[m],,general
Mississippi,Roger Wicker,Republican,"2007, (appointed), 2008, (special)",Incumbent re-elected.,Shawn O'Hara,Reform,1.0,False,,55.0% R(2008 special)[m],,general
Missouri,Claire McCaskill,Democratic,2006,Incumbent re-elected.,Claire McCaskill,Democratic,54.8,True,,49.6% D,https://en.wikipedia.org/wiki/Claire_McCaskill,general
Missouri,Claire McCaskill,Democratic,2006,Incumbent re-elected.,Todd Akin,Republican,39.0,False,,49.6% D,https://en.wikipedia.org/wiki/Todd_Akin,general
Missouri,Claire McCaskill,Democratic,2006,Incumbent re-elected.,Jonathan Dine,Libertarian,6.1,False,,49.6% D,,general
Montana,Jon Tester,Democratic,2006,Incumbent re-elected.,Jon Tester,Democratic,48.6,True,,49.2% D,https://en.wikipedia.org/wiki/Jon_Tester,general
Montana,Jon Tester,Democratic,2006,Incumbent re-elected.,Denny Rehberg,Republican,44.9,False,,49.2% D,https://en.wikipedia.org/wiki/Denny_Rehberg,general
Montana,Jon Tester,Democratic,2006,Incumbent re-elected.,Dan Cox,Libertarian,6.6,False,,49.2% D,,general
Nebraska,Ben Nelson,Democratic,"2000, 2006",Incumbent retired.[10]Republican gain.,Deb Fischer,Republican,57.8,True,,63.9% D,https://en.wikipedia.org/wiki/Deb_Fischer,general
Nebraska,Ben Nelson,Democratic,"2000, 2006",Incumbent retired.[10]Republican gain.,Bob Kerrey,Democratic,42.2,False,,63.9% D,https://en.wikipedia.org/wiki/Bob_Kerrey,general
Nevada,Dean Heller,Republican,"2011, (appointed)",Interim appointee elected.,Dean Heller,Republican,45.9,True,,Appointed(2011)[n],https://en.wikipedia.org/wiki/Dean_Heller,general
Nevada,Dean Heller,Republican,"2011, (appointed)",Interim appointee elected.,Shelley Berkley,Democratic,44.7,False,,Appointed(2011)[n],https://en.wikipedia.org/wiki/Shelley_Berkley,general
Nevada,Dean Heller,Republican,"2011, (appointed)",Interim appointee elected.,David VanderBeek,IAP,4.9,False,,Appointed(2011)[n],,general
Nevada,Dean Heller,Republican,"2011, (appointed)",Interim appointee elected.,None of These Candidates,,4.5,False,,Appointed(2011)[n],https://en.wikipedia.org/wiki/None_of_These_Candidates,general
New Jersey,Bob Menendez,Democratic,"2006, (appointed), 2006",Incumbent re-elected.,Bob Menendez,Democratic,58.9,True,,53.4% D,https://en.wikipedia.org/wiki/Bob_Menendez,general
New Jersey,Bob Menendez,Democratic,"2006, (appointed), 2006",Incumbent re-elected.,Joe Kyrillos,Republican,39.4,False,,53.4% D,https://en.wikipedia.org/wiki/Joe_Kyrillos,general
New Jersey,Bob Menendez,Democratic,"2006, (appointed), 2006",Incumbent re-elected.,Ken Kaplan,Libertarian,0.5,False,,53.4% D,,general
New Jersey,Bob Menendez,Democratic,"2006, (appointed), 2006",Incumbent re-elected.,Ken Wolski,Green,0.5,False,,53.4% D,,general
New Mexico,Jeff Bingaman,Democratic,"1982, 1988, 1994, 2000, 2006",Incumbent retired.[11]Democratic hold.,Martin Heinrich,Democratic,51.0,True,,70.6% D,https://en.wikipedia.org/wiki/Martin_Heinrich,general
New Mexico,Jeff Bingaman,Democratic,"1982, 1988, 1994, 2000, 2006",Incumbent retired.[11]Democratic hold.,Heather Wilson,Republican,45.3,False,,70.6% D,https://en.wikipedia.org/wiki/Heather_Wilson,general
New Mexico,Jeff Bingaman,Democratic,"1982, 1988, 1994, 2000, 2006",Incumbent retired.[11]Democratic hold.,Jon Barrie,IAP,3.6,False,,70.6% D,,general
New Mexico,Jeff Bingaman,Democratic,"1982, 1988, 1994, 2000, 2006",Incumbent retired.[11]Democratic hold.,Robert L. Anderson,write-in,0.1,False,,70.6% D,,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special)",Incumbent re-elected.,Kirsten Gillibrand,Democratic,71.6,True,,59.6% D(2010 special)[o],https://en.wikipedia.org/wiki/Kirsten_Gillibrand,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special)",Incumbent re-elected.,Wendy Long,Republican,27.0,False,,59.6% D(2010 special)[o],https://en.wikipedia.org/wiki/Wendy_Long,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special)",Incumbent re-elected.,Colia Clark,Green,0.6,False,,59.6% D(2010 special)[o],https://en.wikipedia.org/wiki/Colia_Clark,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special)",Incumbent re-elected.,Chris Edes,Libertarian,0.5,False,,59.6% D(2010 special)[o],,general
New York,Kirsten Gillibrand,Democratic,"2009, (appointed), 2010, (special)",Incumbent re-elected.,John Mangelli,Common Sense,0.3,False,,59.6% D(2010 special)[o],,general
North Dakota,Kent Conrad,Democratic-NPL,"1986, 1992 (, retired, ), 1992, (special), 1994, 2000, 2006",Incumbent retired.[12]Democratic-NPL hold.,Heidi Heitkamp,Democratic-NPL,50.2,True,,68.8% D,https://en.wikipedia.org/wiki/Heidi_Heitkamp,general
North Dakota,Kent Conrad,Democratic-NPL,"1986, 1992 (, retired, ), 1992, (special), 1994, 2000, 2006",Incumbent retired.[12]Democratic-NPL hold.,Rick Berg,Republican,49.3,False,,68.8% D,https://en.wikipedia.org/wiki/Rick_Berg,general
Ohio,Sherrod Brown,Democratic,2006,Incumbent re-elected.,Sherrod Brown,Democratic,50.7,True,,56.2% D,https://en.wikipedia.org/wiki/Sherrod_Brown,general
Ohio,Sherrod Brown,Democratic,2006,Incumbent re-elected.,Josh Mandel,Republican,44.7,False,,56.2% D,https://en.wikipedia.org/wiki/Josh_Mandel,general
Ohio,Sherrod Brown,Democratic,2006,Incumbent re-elected.,Scott A. Rupert,Independent,4.6,False,,56.2% D,,general
Pennsylvania,Bob Casey Jr.,Democratic,2006,Incumbent re-elected.,Bob Casey Jr.,Democratic,53.7,True,,58.7% D,https://en.wikipedia.org/wiki/Bob_Casey_Jr.,general
Pennsylvania,Bob Casey Jr.,Democratic,2006,Incumbent re-elected.,Tom Smith,Republican,44.6,False,,58.7% D,https://en.wikipedia.org/wiki/Tom_Smith_(Pennsylvania_politician),general
Pennsylvania,Bob Casey Jr.,Democratic,2006,Incumbent re-elected.,Rayburn Douglas Smith,Libertarian,1.7,False,,58.7% D,,general
Rhode Island,Sheldon Whitehouse,Democratic,2006,Incumbent re-elected.,Sheldon Whitehouse,Democratic,64.8,True,,53.5% D,https://en.wikipedia.org/wiki/Sheldon_Whitehouse,general
Rhode Island,Sheldon Whitehouse,Democratic,2006,Incumbent re-elected.,Barry Hinckley,Republican,35.0,False,,53.5% D,https://en.wikipedia.org/wiki/Barry_Hinckley,general
Tennessee,Bob Corker,Republican,2006,Incumbent re-elected.,Bob Corker,Republican,64.9,True,,50.7% R,https://en.wikipedia.org/wiki/Bob_Corker,general
Tennessee,Bob Corker,Republican,2006,Incumbent re-elected.,Mark Clayton,Democratic,30.4,False,,50.7% R,,general
Tennessee,Bob Corker,Republican,2006,Incumbent re-elected.,Martin Pleasant,Green,1.7,False,,50.7% R,,general
Tennessee,Bob Corker,Republican,2006,Incumbent re-elected.,Shaun Crowell,Libertarian,0.9,False,,50.7% R,,general
Tennessee,Bob Corker,Republican,2006,Incumbent re-elected.,Kermit Steck,Constitution,0.8,False,,50.7% R,,general
Texas,Kay Bailey Hutchison,Republican,"1993, (special), 1994, 2000, 2006",Incumbent retired.[13]Republican hold.,Ted Cruz,Republican,56.5,True,,61.7% R,https://en.wikipedia.org/wiki/Ted_Cruz,general
Texas,Kay Bailey Hutchison,Republican,"1993, (special), 1994, 2000, 2006",Incumbent retired.[13]Republican hold.,Paul Sadler,Democratic,40.7,False,,61.7% R,https://en.wikipedia.org/wiki/Paul_Sadler,general
Texas,Kay Bailey Hutchison,Republican,"1993, (special), 1994, 2000, 2006",Incumbent retired.[13]Republican hold.,John Jay Myers,Libertarian,2.1,False,,61.7% R,,general
Texas,Kay Bailey Hutchison,Republican,"1993, (special), 1994, 2000, 2006",Incumbent retired.[13]Republican hold.,David Collins,Green,0.9,False,,61.7% R,,general
Utah,Orrin Hatch,Republican,"1976, 1982, 1988, 1994, 2000, 2006",Incumbent re-elected.,Orrin Hatch,Republican,65.3,True,,62.6% R,https://en.wikipedia.org/wiki/Orrin_Hatch,general
Utah,Orrin Hatch,Republican,"1976, 1982, 1988, 1994, 2000, 2006",Incumbent re-elected.,Scott Howell,Democratic,30.0,False,,62.6% R,https://en.wikipedia.org/wiki/Scott_Howell_(politician),general
Utah,Orrin Hatch,Republican,"1976, 1982, 1988, 1994, 2000, 2006",Incumbent re-elected.,Shaun Lynn McCausland,Constitution,3.2,False,,62.6% R,,general
Utah,Orrin Hatch,Republican,"1976, 1982, 1988, 1994, 2000, 2006",Incumbent re-elected.,Daniel Geery,UT Justice,0.8,False,,62.6% R,,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,Bernie Sanders,Independent,71.0,True,,65.4% I,https://en.wikipedia.org/wiki/Bernie_Sanders,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,John MacGovern,Republican,24.9,False,,65.4% I,https://en.wikipedia.org/wiki/John_MacGovern,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,Cris Ericson,Marijuana,2.0,False,,65.4% I,,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,Pete Diamondstone,Liberty Union,0.9,False,,65.4% I,,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,Peter Moss,Peace and Prosperity,0.8,False,,65.4% I,,general
Vermont,Bernie Sanders,Independent,2006,Incumbent re-elected.,Laurel LaFramboise,VoteKISS,0.3,False,,65.4% I,,general
Virginia,Jim Webb,Democratic,2006,Incumbent retired.[14]Democratic hold.,Tim Kaine,Democratic,52.9,True,,49.6% D,https://en.wikipedia.org/wiki/Tim_Kaine,general
Virginia,Jim Webb,Democratic,2006,Incumbent retired.[14]Democratic hold.,George Allen,Republican,47.0,False,,49.6% D,https://en.wikipedia.org/wiki/George_Allen_(American_politician),general
Washington,Maria Cantwell,Democratic,"2000, 2006",Incumbent re-elected.,Maria Cantwell,Democratic,60.5,True,,56.8% D,https://en.wikipedia.org/wiki/Maria_Cantwell,general
Washington,Maria Cantwell,Democratic,"2000, 2006",Incumbent re-elected.,Michael Baumgartner,Republican,39.5,False,,56.8% D,https://en.wikipedia.org/wiki/Michael_Baumgartner,general
West Virginia,Joe Manchin,Democratic,"2010, (special)",Incumbent re-elected.,Joe Manchin,Democratic,60.6,True,,53.5% D(2010 special)[p],https://en.wikipedia.org/wiki/Joe_Manchin,general
West Virginia,Joe Manchin,Democratic,"2010, (special)",Incumbent re-elected.,John Raese,Republican,36.5,False,,53.5% D(2010 special)[p],https://en.wikipedia.org/wiki/John_Raese,general
West Virginia,Joe Manchin,Democratic,"2010, (special)",Incumbent re-elected.,Bob Henry Baber,Mountain,3.0,False,,53.5% D(2010 special)[p],,general
Wisconsin,Herb Kohl,Democratic,"1988, 1994, 2000, 2006",Incumbent retired.[15]New senatorelected.Democratic hold.,Tammy Baldwin,Democratic,51.4,True,,67.3% D,https://en.wikipedia.org/wiki/Tammy_Baldwin,general
Wisconsin,Herb Kohl,Democratic,"1988, 1994, 2000, 2006",Incumbent retired.[15]New senatorelected.Democratic hold.,Tommy Thompson,Republican,45.9,False,,67.3% D,https://en.wikipedia.org/wiki/Tommy_Thompson,general
Wisconsin,Herb Kohl,Democratic,"1988, 1994, 2000, 2006",Incumbent retired.[15]New senatorelected.Democratic hold.,Joseph Kexel,Libertarian,2.1,False,,67.3% D,,general
Wisconsin,Herb Kohl,Democratic,"1988, 1994, 2000, 2006",Incumbent retired.[15]New senatorelected.Democratic hold.,. U. Allen III,IDEA,0.6,False,,67.3% D,,general
Wyoming,John Barrasso,Republican,"2007, (appointed), 2008, (special)",Incumbentre-elected.,John Barrasso,Republican,75.7,True,,73.4% R(2008 special)[q],https://en.wikipedia.org/wiki/John_Barrasso,general
Wyoming,John Barrasso,Republican,"2007, (appointed), 2008, (special)",Incumbentre-elected.,Tim Chesnut,Democratic,21.7,False,,73.4% R(2008 special)[q],,general
Wyoming,John Barrasso,Republican,"2007, (appointed), 2008, (special)",Incumbentre-elected.,Joel Otto,Country,2.5,False,,73.4% R(2008 special)[q],,general
