state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
Kansas,Pat Roberts,Republican,"1996, 2002, 2008, 2014",Incumbent retired.Republican hold.,Barbara Bollier,Democratic,41.8,False,R+13,53.1% R,https://en.wikipedia.org/wiki/Barbara_Bollier,general
Kansas,Pat Roberts,Republican,"1996, 2002, 2008, 2014",Incumbent retired.Republican hold.,Jason Buckley,Libertarian,5.0,False,R+13,53.1% R,,general
Kentucky,Mitch McConnell,Republican,"1984, 1990, 1996, 2002, 2008, 2014",Incumbent re-elected.,Mitch McConnell,Republican,57.8,True,R+15,56.2% R,https://en.wikipedia.org/wiki/Mitch_McConnell,general
Kentucky,Mitch McConnell,Republican,"1984, 1990, 1996, 2002, 2008, 2014",Incumbent re-elected.,Amy McGrath,Democratic,38.2,False,R+15,56.2% R,https://en.wikipedia.org/wiki/Amy_McGrath,general
Kentucky,Mitch McConnell,Republican,"1984, 1990, 1996, 2002, 2008, 2014",Incumbent re-elected.,Brad Barron,Libertarian,4.0,False,R+15,56.2% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Bill Cassidy,Republican,59.3,True,R+11,55.9% R,https://en.wikipedia.org/wiki/Bill_Cassidy,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Adrian Perkins,Democratic,19.0,False,R+11,55.9% R,https://en.wikipedia.org/wiki/Adrian_Perkins,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Champ Edwards,Democratic,11.1,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Antoine Pierce,Democratic,2.7,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Dustin Murphy,Republican,1.9,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Drew David Knight,Democratic,1.8,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Beryl Billiot,Independent,0.8,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,John Paul Bourgeois,Independent,0.8,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Peter Wenstrup,Democratic,0.7,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Aaron Sigler,Libertarian,0.5,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Vinny Mendoza,Independent,0.4,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Melinda Mary Price,Independent,0.4,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Jamar Montgomery,Independent,0.3,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Reno Daret III,Independent,0.2,False,R+11,55.9% R,,general
Louisiana,Bill Cassidy,Republican,2014,Incumbent re-elected.,Xan John,Independent,0.1,False,R+11,55.9% R,,general
Maine,Susan Collins,Republican,"1996, 2002, 2008, 2014",Incumbent re-elected.,Susan Collins,Republican,51.0,True,D+3,68.5% R,https://en.wikipedia.org/wiki/Susan_Collins,general
Maine,Susan Collins,Republican,"1996, 2002, 2008, 2014",Incumbent re-elected.,Sara Gideon,Democratic,42.4,False,D+3,68.5% R,https://en.wikipedia.org/wiki/Sara_Gideon,general
Maine,Susan Collins,Republican,"1996, 2002, 2008, 2014",Incumbent re-elected.,Lisa Savage,Independent,5.0,False,D+3,68.5% R,,general
Maine,Susan Collins,Republican,"1996, 2002, 2008, 2014",Incumbent re-elected.,Max Linn,Independent,1.6,False,D+3,68.5% R,,general
Massachusetts,Ed Markey,Democratic,"2013, (special), 2014",Incumbent re-elected.,Ed Markey,Democratic,66.2,True,D+12,61.9% D,https://en.wikipedia.org/wiki/Ed_Markey,general
Massachusetts,Ed Markey,Democratic,"2013, (special), 2014",Incumbent re-elected.,Kevin O'Connor,Republican,33.0,False,D+12,61.9% D,https://en.wikipedia.org/wiki/Kevin_O%27Connor_(Massachusetts_politician),general
Michigan,Gary Peters,Democratic,2014,Incumbent re-elected.,Gary Peters,Democratic,49.9,True,D+1,54.6% D,https://en.wikipedia.org/wiki/Gary_Peters,general
Michigan,Gary Peters,Democratic,2014,Incumbent re-elected.,John James,Republican,48.2,False,D+1,54.6% D,https://en.wikipedia.org/wiki/John_James_(Michigan_politician),general
Michigan,Gary Peters,Democratic,2014,Incumbent re-elected.,Valerie Willis,U.S. Taxpayers,0.9,False,D+1,54.6% D,,general
Michigan,Gary Peters,Democratic,2014,Incumbent re-elected.,Marcia Squier,Green,0.7,False,D+1,54.6% D,,general
Michigan,Gary Peters,Democratic,2014,Incumbent re-elected.,Doug Dern,Natural Law,0.2,False,D+1,54.6% D,,general
Minnesota,Tina Smith,DFL,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Tina Smith,DFL,48.8,True,D+1,53.0% D(2018 special)[p],https://en.wikipedia.org/wiki/Tina_Smith,general
Minnesota,Tina Smith,DFL,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Jason Lewis,Republican,43.5,False,D+1,53.0% D(2018 special)[p],https://en.wikipedia.org/wiki/Jason_Lewis_(Minnesota_politician),general
Minnesota,Tina Smith,DFL,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Kevin O'Connor,Legal Marijuana Now,5.9,False,D+1,53.0% D(2018 special)[p],,general
Minnesota,Tina Smith,DFL,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Oliver Steinberg,Legalize Cannabis,1.8,False,D+1,53.0% D(2018 special)[p],,general
Mississippi,Cindy Hyde-Smith,Republican,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Cindy Hyde-Smith,Republican,54.1,True,R+9,53.6% R(2018 special)[q],https://en.wikipedia.org/wiki/Cindy_Hyde-Smith,general
Mississippi,Cindy Hyde-Smith,Republican,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Mike Espy,Democratic,44.1,False,R+9,53.6% R(2018 special)[q],https://en.wikipedia.org/wiki/Mike_Espy,general
Mississippi,Cindy Hyde-Smith,Republican,"2018, (appointed), 2018, (special)",Incumbent re-elected.,Jimmy Edwards,Libertarian,1.8,False,R+9,53.6% R(2018 special)[q],,general
Montana,Steve Daines,Republican,2014,Incumbent re-elected.,Steve Daines,Republican,55.0,True,R+11,57.9% R,https://en.wikipedia.org/wiki/Steve_Daines,general
Montana,Steve Daines,Republican,2014,Incumbent re-elected.,Steve Bullock,Democratic,45.0,False,R+11,57.9% R,https://en.wikipedia.org/wiki/Steve_Bullock_(American_politician),general
Nebraska,Ben Sasse,Republican,2014,Incumbent re-elected.,Ben Sasse,Republican,62.7,True,R+14,64.5% R,https://en.wikipedia.org/wiki/Ben_Sasse,general
Nebraska,Ben Sasse,Republican,2014,Incumbent re-elected.,Chris Janicek,Democratic,24.4,False,R+14,64.5% R,,general
Nebraska,Ben Sasse,Republican,2014,Incumbent re-elected.,Preston Love Jr.,Democratic,6.3,False,R+14,64.5% R,https://en.wikipedia.org/wiki/Preston_Love_Jr.,general
Nebraska,Ben Sasse,Republican,2014,Incumbent re-elected.,Gene Siadek,Libertarian,5.0,False,R+14,64.5% R,,general
New Hampshire,Jeanne Shaheen,Democratic,"2008, 2014",Incumbent re-elected.,Jeanne Shaheen,Democratic,56.7,True,D+1,51.5% D,https://en.wikipedia.org/wiki/Jeanne_Shaheen,general
New Hampshire,Jeanne Shaheen,Democratic,"2008, 2014",Incumbent re-elected.,Corky Messner,Republican,41.0,False,D+1,51.5% D,,general
New Hampshire,Jeanne Shaheen,Democratic,"2008, 2014",Incumbent re-elected.,Justin O'Donnell,Libertarian,2.3,False,D+1,51.5% D,,general
New Jersey,Cory Booker,Democratic,"2013, (special), 2014",Incumbent re-elected.,Cory Booker,Democratic,57.2,True,D+7,55.8% D,https://en.wikipedia.org/wiki/Cory_Booker,general
New Jersey,Cory Booker,Democratic,"2013, (special), 2014",Incumbent re-elected.,Rik Mehta,Republican,40.9,False,D+7,55.8% D,,general
New Jersey,Cory Booker,Democratic,"2013, (special), 2014",Incumbent re-elected.,Madelyn R. Hoffman,Green,0.9,False,D+7,55.8% D,,general
New Jersey,Cory Booker,Democratic,"2013, (special), 2014",Incumbent re-elected.,Veronica Fernandez,"Of, By, For!",0.7,False,D+7,55.8% D,,general
New Jersey,Cory Booker,Democratic,"2013, (special), 2014",Incumbent re-elected.,Daniel Burke,LaRouche was Right,0.3,False,D+7,55.8% D,,general
New Mexico,Tom Udall,Democratic,"2008, 2014",Incumbent retired.Democratic hold.,Ben Ray Luján,Democratic,51.7,True,D+3,55.6% D,https://en.wikipedia.org/wiki/Ben_Ray_Luj%C3%A1n,general
New Mexico,Tom Udall,Democratic,"2008, 2014",Incumbent retired.Democratic hold.,Mark Ronchetti,Republican,45.6,False,D+3,55.6% D,,general
New Mexico,Tom Udall,Democratic,"2008, 2014",Incumbent retired.Democratic hold.,Bob Walsh,Libertarian,2.6,False,D+3,55.6% D,,general
North Carolina,Thom Tillis,Republican,2014,Incumbent re-elected.,Thom Tillis,Republican,48.7,True,R+3,48.8% R,https://en.wikipedia.org/wiki/Thom_Tillis,general
North Carolina,Thom Tillis,Republican,2014,Incumbent re-elected.,Cal Cunningham,Democratic,46.9,False,R+3,48.8% R,https://en.wikipedia.org/wiki/Cal_Cunningham,general
North Carolina,Thom Tillis,Republican,2014,Incumbent re-elected.,Shannon Bray,Libertarian,3.1,False,R+3,48.8% R,,general
North Carolina,Thom Tillis,Republican,2014,Incumbent re-elected.,Kevin Hayes,Constitution,1.2,False,R+3,48.8% R,,general
Oklahoma,Jim Inhofe,Republican,"1994, (special), 1996, 2002, 2008, 2014",Incumbent re-elected.,Jim Inhofe,Republican,62.9,True,R+20,68.0% R,https://en.wikipedia.org/wiki/Jim_Inhofe,general
Oklahoma,Jim Inhofe,Republican,"1994, (special), 1996, 2002, 2008, 2014",Incumbent re-elected.,Abby Broyles,Democratic,32.8,False,R+20,68.0% R,,general
Oklahoma,Jim Inhofe,Republican,"1994, (special), 1996, 2002, 2008, 2014",Incumbent re-elected.,Robert Murphy,Libertarian,2.2,False,R+20,68.0% R,,general
Oklahoma,Jim Inhofe,Republican,"1994, (special), 1996, 2002, 2008, 2014",Incumbent re-elected.,Joan Farr,Independent,1.4,False,R+20,68.0% R,,general
Oklahoma,Jim Inhofe,Republican,"1994, (special), 1996, 2002, 2008, 2014",Incumbent re-elected.,A. D. Nesbit,Independent,0.7,False,R+20,68.0% R,,general
Oregon,Jeff Merkley,Democratic,"2008, 2014",Incumbent re-elected.,Jeff Merkley,Democratic,56.9,True,D+5,55.7% D,https://en.wikipedia.org/wiki/Jeff_Merkley,general
Oregon,Jeff Merkley,Democratic,"2008, 2014",Incumbent re-elected.,Jo Rae Perkins,Republican,39.3,False,D+5,55.7% D,https://en.wikipedia.org/wiki/Jo_Rae_Perkins,general
Oregon,Jeff Merkley,Democratic,"2008, 2014",Incumbent re-elected.,Gary Dye,Libertarian,1.8,False,D+5,55.7% D,,general
Oregon,Jeff Merkley,Democratic,"2008, 2014",Incumbent re-elected.,Ibrahim Taher,Pacific Green,1.8,False,D+5,55.7% D,,general
Rhode Island,Jack Reed,Democratic,"1996, 2002, 2008, 2014",Incumbent re-elected.,Jack Reed,Democratic,66.6,True,D+10,70.6% D,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),general
Rhode Island,Jack Reed,Democratic,"1996, 2002, 2008, 2014",Incumbent re-elected.,Allen Waters,Republican,33.4,False,D+10,70.6% D,,general
South Carolina,Lindsey Graham,Republican,"2002, 2008, 2014",Incumbent re-elected.,Lindsey Graham,Republican,54.5,True,R+8,55.3% R,https://en.wikipedia.org/wiki/Lindsey_Graham,general
South Carolina,Lindsey Graham,Republican,"2002, 2008, 2014",Incumbent re-elected.,Jaime Harrison,Democratic,44.2,False,R+8,55.3% R,https://en.wikipedia.org/wiki/Jaime_Harrison,general
South Carolina,Lindsey Graham,Republican,"2002, 2008, 2014",Incumbent re-elected.,Bill Bledsoe,Constitution,1.3,False,R+8,55.3% R,,general
South Dakota,Mike Rounds,Republican,2014,Incumbent re-elected.,Mike Rounds,Republican,65.7,True,R+14,50.4% R,https://en.wikipedia.org/wiki/Mike_Rounds,general
South Dakota,Mike Rounds,Republican,2014,Incumbent re-elected.,Dan Ahlers,Democratic,34.3,False,R+14,50.4% R,https://en.wikipedia.org/wiki/Daniel_Ahlers,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Bill Hagerty,Republican,62.2,True,R+14,61.9% R,https://en.wikipedia.org/wiki/Bill_Hagerty,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Marquita Bradshaw,Democratic,35.2,False,R+14,61.9% R,https://en.wikipedia.org/wiki/Marquita_Bradshaw,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Elizabeth McLeod,Independent,0.6,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,omi Faparusi,Independent,0.4,True,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Steven Hooper,Independent,0.3,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Kacey Morgan,Independent,0.3,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Ronnie Henley,Independent,0.3,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Aaron James,Independent,0.2,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Eric Stansberry,Independent,0.2,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Dean Hill,Independent,0.2,False,R+14,61.9% R,,general
Tennessee,Lamar Alexander,Republican,"2002, 2008, 2014",Incumbent retired.Republican hold.,Jeffrey Grunau,Independent,0.1,False,R+14,61.9% R,,general
Texas,John Cornyn,Republican,"2002, 2002, (appointed), 2008, 2014",Incumbent re-elected.,John Cornyn,Republican,53.5,True,R+8,61.6% R,https://en.wikipedia.org/wiki/John_Cornyn,general
Texas,John Cornyn,Republican,"2002, 2002, (appointed), 2008, 2014",Incumbent re-elected.,MJ Hegar,Democratic,43.9,False,R+8,61.6% R,https://en.wikipedia.org/wiki/MJ_Hegar,general
Texas,John Cornyn,Republican,"2002, 2002, (appointed), 2008, 2014",Incumbent re-elected.,Kerry McKennon,Libertarian,1.9,False,R+8,61.6% R,,general
Texas,John Cornyn,Republican,"2002, 2002, (appointed), 2008, 2014",Incumbent re-elected.,David B. Collins,Green,0.7,False,R+8,61.6% R,,general
Virginia,Mark Warner,Democratic,"2008, 2014",Incumbent re-elected.,Mark Warner,Democratic,56.0,True,D+1,49.1% D,https://en.wikipedia.org/wiki/Mark_Warner,general
Virginia,Mark Warner,Democratic,"2008, 2014",Incumbent re-elected.,Daniel Gade,Republican,43.9,False,D+1,49.1% D,https://en.wikipedia.org/wiki/Daniel_Gade,general
West Virginia,Shelley Moore Capito,Republican,2014,Incumbent re-elected.,Shelley Moore Capito,Republican,70.3,True,R+19,62.1% R,https://en.wikipedia.org/wiki/Shelley_Moore_Capito,general
West Virginia,Shelley Moore Capito,Republican,2014,Incumbent re-elected.,Paula Jean Swearengin,Democratic,27.0,False,R+19,62.1% R,https://en.wikipedia.org/wiki/Paula_Jean_Swearengin,general
West Virginia,Shelley Moore Capito,Republican,2014,Incumbent re-elected.,David Moran,Libertarian,2.7,False,R+19,62.1% R,,general
Wyoming,Mike Enzi,Republican,"1996, 2002, 2008, 2014",Incumbent retired.Republican hold.,Cynthia Lummis,Republican,73.1,True,R+25,72.2% R,https://en.wikipedia.org/wiki/Cynthia_Lummis,general
Wyoming,Mike Enzi,Republican,"1996, 2002, 2008, 2014",Incumbent retired.Republican hold.,Merav Ben-David,Democratic,26.9,False,R+25,72.2% R,https://en.wikipedia.org/wiki/Merav_Ben-David,general
