state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
Illinois,Roland Burris,Democratic,"2009, (appointed)","Interim appointee retired.New senator elected November 2, 2010 and seated November 29, 2010.Winner also elected to next term; see below.Republican gain.",Mike Labino,Libertarian,2.4,False,,Appointed(2009)[o],,special
New York,Kirsten Gillibrand,Democratic,"2009, (appointed)","Interim appointee elected November 2, 2010.",Kirsten Gillibrand,Democratic,59.6,True,,Appointed(2009)[q],https://en.wikipedia.org/wiki/Kirsten_Gillibrand,special
New York,Kirsten Gillibrand,Democratic,"2009, (appointed)","Interim appointee elected November 2, 2010.",Joe DioGuardi,Republican,33.3,False,,Appointed(2009)[q],https://en.wikipedia.org/wiki/Joe_DioGuardi,special
New York,Kirsten Gillibrand,Democratic,"2009, (appointed)","Interim appointee elected November 2, 2010.",Cecile A. Lawrence,Green,0.8,False,,Appointed(2009)[q],,special
New York,Kirsten Gillibrand,Democratic,"2009, (appointed)","Interim appointee elected November 2, 2010.",John Clifton,Libertarian,0.4,False,,Appointed(2009)[q],,special
New York,Kirsten Gillibrand,Democratic,"2009, (appointed)","Interim appointee elected November 2, 2010.",Joseph Huff,Rent Is Too Damn High,0.4,False,,Appointed(2009)[q],,special
West Virginia,Carte Goodwin,Democratic,"2010, (appointed)","Interim appointee retired.New senator elected November 2, 2010 and seated November 15, 2010.Democratic hold.",Joe Manchin,Democratic,53.5,True,,Appointed(2010)[s],https://en.wikipedia.org/wiki/Joe_Manchin,special
West Virginia,Carte Goodwin,Democratic,"2010, (appointed)","Interim appointee retired.New senator elected November 2, 2010 and seated November 15, 2010.Democratic hold.",John Raese,Republican,43.4,False,,Appointed(2010)[s],https://en.wikipedia.org/wiki/John_Raese,special
West Virginia,Carte Goodwin,Democratic,"2010, (appointed)","Interim appointee retired.New senator elected November 2, 2010 and seated November 15, 2010.Democratic hold.",Jesse Johnson,Mountain,1.9,False,,Appointed(2010)[s],"https://en.wikipedia.org/wiki/Jesse_Johnson_(politician,_born_1959)",special
West Virginia,Carte Goodwin,Democratic,"2010, (appointed)","Interim appointee retired.New senator elected November 2, 2010 and seated November 15, 2010.Democratic hold.",Jeff Becker,Constitution,1.2,False,,Appointed(2010)[s],,special
Alabama,Richard Shelby,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,Richard Shelby,Republican,65.3,True,,67.5% R,https://en.wikipedia.org/wiki/Richard_Shelby,general
Alabama,Richard Shelby,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,William G. Barnes,Democratic,34.7,False,,67.5% R,https://en.wikipedia.org/wiki/William_G._Barnes,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004","Incumbent lost renomination, but was re-elected as awrite-in candidate.",Lisa Murkowski,Republican write-in,39.5,True,,48.6% R,https://en.wikipedia.org/wiki/Lisa_Murkowski,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004","Incumbent lost renomination, but was re-elected as awrite-in candidate.",Joe Miller,Republican,35.5,False,,48.6% R,https://en.wikipedia.org/wiki/Joe_Miller_(Alaska_politician),general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004","Incumbent lost renomination, but was re-elected as awrite-in candidate.",Scott McAdams,Democratic,23.5,False,,48.6% R,https://en.wikipedia.org/wiki/Scott_McAdams,general
Arizona,John McCain,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,John McCain,Republican,59.2,True,,76.7% R,https://en.wikipedia.org/wiki/John_McCain,general
Arizona,John McCain,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,Rodney Glassman,Democratic,34.7,False,,76.7% R,,general
Arizona,John McCain,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,David Nolan,Libertarian,4.7,False,,76.7% R,,general
Arizona,John McCain,Republican,"1986, 1992, 1998, 2004",Incumbent re-elected.,Jerry Joslyn,Green,1.4,False,,76.7% R,,general
Arkansas,Blanche Lincoln,Democratic,"1998, 2004",Incumbent lost re-election.Republican gain.,John Boozman,Republican,58.0,True,,55.9% D,https://en.wikipedia.org/wiki/John_Boozman,general
Arkansas,Blanche Lincoln,Democratic,"1998, 2004",Incumbent lost re-election.Republican gain.,Blanche Lincoln,Democratic,36.9,False,,55.9% D,https://en.wikipedia.org/wiki/Blanche_Lincoln,general
Arkansas,Blanche Lincoln,Democratic,"1998, 2004",Incumbent lost re-election.Republican gain.,Trevor Drown,Independent,3.3,False,,55.9% D,,general
Arkansas,Blanche Lincoln,Democratic,"1998, 2004",Incumbent lost re-election.Republican gain.,John Gray,Green,1.9,False,,55.9% D,,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Barbara Boxer,Democratic,52.1,True,,57.7% D,https://en.wikipedia.org/wiki/Barbara_Boxer,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Carly Fiorina,Republican,42.5,False,,57.7% D,https://en.wikipedia.org/wiki/Carly_Fiorina,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Gail Lightfoot,Libertarian,1.8,False,,57.7% D,,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Marsha Feinland,Peace and Freedom,1.3,False,,57.7% D,https://en.wikipedia.org/wiki/Marsha_Feinland,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Edward Noonan,American Independent,1.3,False,,57.7% D,https://en.wikipedia.org/wiki/Edward_C._Noonan,general
California,Barbara Boxer,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Duane Roberts,Green,1.2,False,,57.7% D,,general
Colorado,Michael Bennet,Democratic,"2009, (appointed)",Interim appointee elected.,Michael Bennet,Democratic,48.1,True,,Appointed(2009)[l],https://en.wikipedia.org/wiki/Michael_Bennet,general
Colorado,Michael Bennet,Democratic,"2009, (appointed)",Interim appointee elected.,Ken Buck,Republican,46.3,False,,Appointed(2009)[l],https://en.wikipedia.org/wiki/Ken_Buck,general
Colorado,Michael Bennet,Democratic,"2009, (appointed)",Interim appointee elected.,Bob Kinsey,Green,2.2,False,,Appointed(2009)[l],,general
Colorado,Michael Bennet,Democratic,"2009, (appointed)",Interim appointee elected.,Maclyn Stringer,Libertarian,1.3,False,,Appointed(2009)[l],,general
Connecticut,Chris Dodd,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbent retired.Democratic hold.,Richard Blumenthal,Democratic,55.1,True,,66.4% D,https://en.wikipedia.org/wiki/Richard_Blumenthal,general
Connecticut,Chris Dodd,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbent retired.Democratic hold.,Linda McMahon,Republican,43.3,False,,66.4% D,https://en.wikipedia.org/wiki/Linda_McMahon,general
Connecticut,Chris Dodd,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbent retired.Democratic hold.,Warren Mosler,Independent,1.0,False,,66.4% D,,general
Connecticut,Chris Dodd,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbent retired.Democratic hold.,John Mertens,CfL,0.6,False,,66.4% D,,general
Florida,George LeMieux,Republican,"2009, (appointed)",Interim appointee retired.Republican hold.,Marco Rubio,Republican,48.9,True,,Appointed(2009)[n],https://en.wikipedia.org/wiki/Marco_Rubio,general
Florida,George LeMieux,Republican,"2009, (appointed)",Interim appointee retired.Republican hold.,Charlie Crist,Independent,29.7,False,,Appointed(2009)[n],https://en.wikipedia.org/wiki/Charlie_Crist,general
Florida,George LeMieux,Republican,"2009, (appointed)",Interim appointee retired.Republican hold.,Kendrick Meek,Democratic,20.1,False,,Appointed(2009)[n],https://en.wikipedia.org/wiki/Kendrick_Meek,general
Florida,George LeMieux,Republican,"2009, (appointed)",Interim appointee retired.Republican hold.,Alexander Snitker,Libertarian,0.5,False,,Appointed(2009)[n],,general
Georgia,Johnny Isakson,Republican,2004,Incumbent re-elected.,Johnny Isakson,Republican,58.1,True,,57.9% R,https://en.wikipedia.org/wiki/Johnny_Isakson,general
Georgia,Johnny Isakson,Republican,2004,Incumbent re-elected.,Mike Thurmond,Democratic,39.2,False,,57.9% R,https://en.wikipedia.org/wiki/Mike_Thurmond,general
Georgia,Johnny Isakson,Republican,2004,Incumbent re-elected.,Chuck Donovan,Libertarian,2.7,False,,57.9% R,,general
Hawaii,Daniel Inouye,Democratic,"1962, 1968, 1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Daniel Inouye,Democratic,74.8,True,,75.5% D,https://en.wikipedia.org/wiki/Daniel_Inouye,general
Hawaii,Daniel Inouye,Democratic,"1962, 1968, 1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Campbell Cavasso,Republican,21.6,False,,75.5% D,https://en.wikipedia.org/wiki/Campbell_Cavasso,general
Hawaii,Daniel Inouye,Democratic,"1962, 1968, 1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,James Brewer,Green,2.1,False,,75.5% D,,general
Hawaii,Daniel Inouye,Democratic,"1962, 1968, 1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Jeff Mallan,Libertarian,0.8,False,,75.5% D,,general
Idaho,Mike Crapo,Republican,"1998, 2004",Incumbent re-elected.,Mike Crapo,Republican,71.1,True,,99.2% R,https://en.wikipedia.org/wiki/Mike_Crapo,general
Idaho,Mike Crapo,Republican,"1998, 2004",Incumbent re-elected.,Tom Sullivan,Democratic,25.0,False,,99.2% R,,general
Idaho,Mike Crapo,Republican,"1998, 2004",Incumbent re-elected.,Randy Bergquist,Constitution,3.9,False,,99.2% R,,general
Illinois,Roland Burris,Democratic,"2009, (appointed)",Interim appointee retired.Kirk was also elected to finish the previous term; see above.Republican gain.,Mark Kirk,Republican,48.2,True,,Appointed(2009)[o],https://en.wikipedia.org/wiki/Mark_Kirk,general
Illinois,Roland Burris,Democratic,"2009, (appointed)",Interim appointee retired.Kirk was also elected to finish the previous term; see above.Republican gain.,Alexi Giannoulias,Democratic,46.3,False,,Appointed(2009)[o],https://en.wikipedia.org/wiki/Alexi_Giannoulias,general
Illinois,Roland Burris,Democratic,"2009, (appointed)",Interim appointee retired.Kirk was also elected to finish the previous term; see above.Republican gain.,LeAlan Jones,Green,3.2,False,,Appointed(2009)[o],https://en.wikipedia.org/wiki/LeAlan_Jones,general
Illinois,Roland Burris,Democratic,"2009, (appointed)",Interim appointee retired.Kirk was also elected to finish the previous term; see above.Republican gain.,Mike Labino,Libertarian,2.4,False,,Appointed(2009)[o],,general
Indiana,Evan Bayh,Democratic,"1998, 2004",Incumbent retired.Republican gain.,Dan Coats,Republican,54.6,True,,61.7% D,https://en.wikipedia.org/wiki/Dan_Coats,general
Indiana,Evan Bayh,Democratic,"1998, 2004",Incumbent retired.Republican gain.,Brad Ellsworth,Democratic,40.0,False,,61.7% D,https://en.wikipedia.org/wiki/Brad_Ellsworth,general
Indiana,Evan Bayh,Democratic,"1998, 2004",Incumbent retired.Republican gain.,Rebecca Sink-Burris,Libertarian,5.4,False,,61.7% D,,general
Iowa,Chuck Grassley,Republican,"1980, 1986, 1992, 1998, 2004",Incumbentre-elected.,Chuck Grassley,Republican,64.5,True,,70.2% R,https://en.wikipedia.org/wiki/Chuck_Grassley,general
Iowa,Chuck Grassley,Republican,"1980, 1986, 1992, 1998, 2004",Incumbentre-elected.,Roxanne Conlin,Democratic,33.2,False,,70.2% R,https://en.wikipedia.org/wiki/Roxanne_Conlin,general
Iowa,Chuck Grassley,Republican,"1980, 1986, 1992, 1998, 2004",Incumbentre-elected.,John Heiderscheit,Libertarian,2.3,False,,70.2% R,,general
Kansas,Sam Brownback,Republican,"1996, (special), 1998, 2004",Incumbent retired to run forGovernor of Kansas.Republican hold.,Jerry Moran,Republican,70.3,True,,69.9% R,https://en.wikipedia.org/wiki/Jerry_Moran,general
Kansas,Sam Brownback,Republican,"1996, (special), 1998, 2004",Incumbent retired to run forGovernor of Kansas.Republican hold.,Lisa Johnston,Democratic,26.2,False,,69.9% R,,general
Kansas,Sam Brownback,Republican,"1996, (special), 1998, 2004",Incumbent retired to run forGovernor of Kansas.Republican hold.,Michael Dann,Libertarian,2.1,False,,69.9% R,,general
Kansas,Sam Brownback,Republican,"1996, (special), 1998, 2004",Incumbent retired to run forGovernor of Kansas.Republican hold.,Joe Bellis,Reform,1.4,False,,69.9% R,,general
Kentucky,Jim Bunning,Republican,"1998, 2004",Incumbent retired.Republican hold.,Rand Paul,Republican,55.8,True,,50.7% R,https://en.wikipedia.org/wiki/Rand_Paul,general
Kentucky,Jim Bunning,Republican,"1998, 2004",Incumbent retired.Republican hold.,Jack Conway,Democratic,44.2,False,,50.7% R,https://en.wikipedia.org/wiki/Jack_Conway_(politician),general
Louisiana,David Vitter,Republican,2004,Incumbent re-elected.,David Vitter,Republican,56.6,True,,51.0% R,https://en.wikipedia.org/wiki/David_Vitter,general
Louisiana,David Vitter,Republican,2004,Incumbent re-elected.,Charlie Melançon,Democratic,37.7,False,,51.0% R,https://en.wikipedia.org/wiki/Charlie_Melan%C3%A7on,general
Louisiana,David Vitter,Republican,2004,Incumbent re-elected.,Randall Hayes,Libertarian,1.1,False,,51.0% R,,general
Louisiana,David Vitter,Republican,2004,Incumbent re-elected.,Michael Brown,Independent,0.8,False,,51.0% R,,general
Maryland,Barbara Mikulski,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Barbara Mikulski,Democratic,61.8,True,,64.8% D,https://en.wikipedia.org/wiki/Barbara_Mikulski,general
Maryland,Barbara Mikulski,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Eric Wargotz,Republican,36.3,False,,64.8% D,,general
Maryland,Barbara Mikulski,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Kenniss Henry,Green,1.1,False,,64.8% D,,general
Maryland,Barbara Mikulski,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Richard Shawver,Constitution,0.8,False,,64.8% D,,general
Missouri,Kit Bond,Republican,"1986, 1992, 1998, 2004",Incumbent retired.Republican hold.,Roy Blunt,Republican,54.3,True,,56.1% R,https://en.wikipedia.org/wiki/Roy_Blunt,general
Missouri,Kit Bond,Republican,"1986, 1992, 1998, 2004",Incumbent retired.Republican hold.,Robin Carnahan,Democratic,40.6,False,,56.1% R,https://en.wikipedia.org/wiki/Robin_Carnahan,general
Missouri,Kit Bond,Republican,"1986, 1992, 1998, 2004",Incumbent retired.Republican hold.,Jonathan Dine,Libertarian,3.0,False,,56.1% R,,general
Missouri,Kit Bond,Republican,"1986, 1992, 1998, 2004",Incumbent retired.Republican hold.,Jerry Beck,Constitution,2.1,False,,56.1% R,,general
Nevada,Harry Reid,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Harry Reid,Democratic,50.2,True,,61.0% D,https://en.wikipedia.org/wiki/Harry_Reid,general
Nevada,Harry Reid,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Sharron Angle,Republican,44.6,False,,61.0% D,https://en.wikipedia.org/wiki/Sharron_Angle,general
Nevada,Harry Reid,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,None of These Candidates,,2.2,False,,61.0% D,https://en.wikipedia.org/wiki/None_of_These_Candidates,general
Nevada,Harry Reid,Democratic,"1986, 1992, 1998, 2004",Incumbent re-elected.,Scott Ashjian,Tea,0.8,False,,61.0% D,,general
New Hampshire,Judd Gregg,Republican,"1992, 1998, 2004",Incumbent retired.Republican hold.,Kelly Ayotte,Republican,60.2,True,,66.2% R,https://en.wikipedia.org/wiki/Kelly_Ayotte,general
New Hampshire,Judd Gregg,Republican,"1992, 1998, 2004",Incumbent retired.Republican hold.,Paul Hodes,Democratic,36.7,False,,66.2% R,https://en.wikipedia.org/wiki/Paul_Hodes,general
New Hampshire,Judd Gregg,Republican,"1992, 1998, 2004",Incumbent retired.Republican hold.,Chris Booth,Independent,2.0,False,,66.2% R,,general
New Hampshire,Judd Gregg,Republican,"1992, 1998, 2004",Incumbent retired.Republican hold.,Ken Blevens,Libertarian,1.0,False,,66.2% R,,general
New York,Chuck Schumer,Democratic,"1998, 2004",Incumbent re-elected.,Chuck Schumer,Democratic,66.3,True,,71.2% D,https://en.wikipedia.org/wiki/Chuck_Schumer,general
New York,Chuck Schumer,Democratic,"1998, 2004",Incumbent re-elected.,Jay Townsend,Republican,32.2,False,,71.2% D,https://en.wikipedia.org/wiki/Jay_Townsend,general
New York,Chuck Schumer,Democratic,"1998, 2004",Incumbent re-elected.,Colia Clark,Green,1.0,False,,71.2% D,https://en.wikipedia.org/wiki/Colia_Clark,general
New York,Chuck Schumer,Democratic,"1998, 2004",Incumbent re-elected.,Randy Credico,Libertarian,0.6,False,,71.2% D,https://en.wikipedia.org/wiki/Randy_Credico,general
North Carolina,Richard Burr,Republican,2004,Incumbent re-elected.,Richard Burr,Republican,55.0,True,,51.6% R,https://en.wikipedia.org/wiki/Richard_Burr,general
North Carolina,Richard Burr,Republican,2004,Incumbent re-elected.,Elaine Marshall,Democratic,42.9,False,,51.6% R,https://en.wikipedia.org/wiki/Elaine_Marshall,general
North Carolina,Richard Burr,Republican,2004,Incumbent re-elected.,Mike Beitler,Libertarian,2.1,False,,51.6% R,,general
North Dakota,Byron Dorgan,Democratic-NPL,"1992, 1998, 2004",Incumbent retired.Republican gain.,John Hoeven,Republican,76.2,True,,68.3% D,https://en.wikipedia.org/wiki/John_Hoeven,general
North Dakota,Byron Dorgan,Democratic-NPL,"1992, 1998, 2004",Incumbent retired.Republican gain.,Tracy Potter,Democratic–NPL,22.2,False,,68.3% D,https://en.wikipedia.org/wiki/Tracy_Potter,general
North Dakota,Byron Dorgan,Democratic-NPL,"1992, 1998, 2004",Incumbent retired.Republican gain.,Keith Hanson,Libertarian,1.6,False,,68.3% D,,general
Ohio,George Voinovich,Republican,"1998, 2004",Incumbent retired.Republican hold.,Rob Portman,Republican,57.3,True,,63.9% R,https://en.wikipedia.org/wiki/Rob_Portman,general
Ohio,George Voinovich,Republican,"1998, 2004",Incumbent retired.Republican hold.,Lee Fisher,Democratic,39.0,False,,63.9% R,https://en.wikipedia.org/wiki/Lee_Fisher,general
Ohio,George Voinovich,Republican,"1998, 2004",Incumbent retired.Republican hold.,Eric Deaton,Constitution,1.7,False,,63.9% R,,general
Ohio,George Voinovich,Republican,"1998, 2004",Incumbent retired.Republican hold.,Michael Pryce,Independent,1.3,False,,63.9% R,,general
Oklahoma,Tom Coburn,Republican,2004,Incumbent re-elected.,Tom Coburn,Republican,70.5,True,,52.8% R,https://en.wikipedia.org/wiki/Tom_Coburn,general
Oklahoma,Tom Coburn,Republican,2004,Incumbent re-elected.,Jim Rogers,Democratic,26.1,False,,52.8% R,,general
Oklahoma,Tom Coburn,Republican,2004,Incumbent re-elected.,Stephen Wallace,Independent,2.5,False,,52.8% R,,general
Oklahoma,Tom Coburn,Republican,2004,Incumbent re-elected.,Ronald Dwyer,Independent,0.9,False,,52.8% R,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004",Incumbent re-elected.,Ron Wyden,Democratic,57.2,True,,63.4% D,https://en.wikipedia.org/wiki/Ron_Wyden,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004",Incumbent re-elected.,Jim Huffman,Republican,39.4,False,,63.4% D,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004",Incumbent re-elected.,Bruce Cronk,Working Families,1.3,False,,63.4% D,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004",Incumbent re-elected.,Marc Delphine,Libertarian,1.1,False,,63.4% D,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004",Incumbent re-elected.,Rick Staggenborg,Progressive,1.0,False,,63.4% D,,general
Pennsylvania,Arlen Specter,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbentlost renomination.Republican gain.,Pat Toomey,Republican,51.01,True,,52.6% R[r],https://en.wikipedia.org/wiki/Pat_Toomey,general
Pennsylvania,Arlen Specter,Democratic,"1980, 1986, 1992, 1998, 2004",Incumbentlost renomination.Republican gain.,Joe Sestak,Democratic,48.99,False,,52.6% R[r],https://en.wikipedia.org/wiki/Joe_Sestak,general
South Carolina,Jim DeMint,Republican,2004,Incumbent re-elected.,Jim DeMint,Republican,62.4,True,,53.7% R,https://en.wikipedia.org/wiki/Jim_DeMint,general
South Carolina,Jim DeMint,Republican,2004,Incumbent re-elected.,Alvin Greene,Democratic,28.2,False,,53.7% R,https://en.wikipedia.org/wiki/Alvin_Greene,general
South Carolina,Jim DeMint,Republican,2004,Incumbent re-elected.,Tom Clements,Green,9.4,False,,53.7% R,,general
Utah,Bob Bennett,Republican,"1992, 1998, 2004",Incumbent lost renomination.Republican hold.,Mike Lee,Republican,61.6,True,,68.6% R,https://en.wikipedia.org/wiki/Mike_Lee,general
Utah,Bob Bennett,Republican,"1992, 1998, 2004",Incumbent lost renomination.Republican hold.,Sam Granato,Democratic,32.8,False,,68.6% R,https://en.wikipedia.org/wiki/Sam_Granato,general
Utah,Bob Bennett,Republican,"1992, 1998, 2004",Incumbent lost renomination.Republican hold.,Scott Bradley,Constitution,5.7,False,,68.6% R,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Patrick Leahy,Democratic,64.4,True,,70.6% D,https://en.wikipedia.org/wiki/Patrick_Leahy,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Len Britton,Republican,30.9,False,,70.6% D,https://en.wikipedia.org/wiki/Len_Britton,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Daniel Freilich,Independent,1.5,False,,70.6% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Cris Ericson,Independent,1.1,False,,70.6% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004",Incumbent re-elected.,Stephen Cain,Independent,1.0,False,,70.6% D,,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Patty Murray,Democratic,52.4,True,,55.0% D,https://en.wikipedia.org/wiki/Patty_Murray,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004",Incumbent re-elected.,Dino Rossi,Republican,47.6,False,,55.0% D,https://en.wikipedia.org/wiki/Dino_Rossi,general
Wisconsin,Russ Feingold,Democratic,"1992, 1998, 2004",Incumbent lost re-election.Republican gain.,Ron Johnson,Republican,51.9,True,,55.3% D,https://en.wikipedia.org/wiki/Ron_Johnson,general
Wisconsin,Russ Feingold,Democratic,"1992, 1998, 2004",Incumbent lost re-election.Republican gain.,Russ Feingold,Democratic,47.0,False,,55.3% D,https://en.wikipedia.org/wiki/Russ_Feingold,general
Wisconsin,Russ Feingold,Democratic,"1992, 1998, 2004",Incumbent lost re-election.Republican gain.,Rob Taylor,Constitution,1.1,False,,55.3% D,,general
