state,incumbent_name,incumbent_party,electoral_history,result_text,candidate_name,party,vote_percentage,is_winner,pvi,last_election_result,wikipedia_url,election_type
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004, 2010, (write-in), 2016",Incumbent re-elected in instant runoff.,Kelly Tshibaka,Republican,42.6,True,R+8,44.4% R,https://en.wikipedia.org/wiki/Kelly_Tshibaka,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004, 2010, (write-in), 2016",Incumbent re-elected in instant runoff.,Patricia Chesbro,Democratic,10.4,False,R+8,44.4% R,,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004, 2010, (write-in), 2016",Incumbent re-elected in instant runoff.,Buzz Kelley,Republican,2.9,False,R+8,44.4% R,,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004, 2010, (write-in), 2016",Incumbent re-elected in instant runoff.,Lisa Murkowski,Republican,53.7,True,R+8,44.4% R,https://en.wikipedia.org/wiki/Lisa_Murkowski,general
Alaska,Lisa Murkowski,Republican,"2002, (appointed), 2004, 2010, (write-in), 2016",Incumbent re-elected in instant runoff.,Kelly Tshibaka,Republican,46.3,False,R+8,44.4% R,,general
Arizona,Mark Kelly,Democratic,"2020, (special)",Incumbent re-elected.,Mark Kelly,Democratic,51.4,True,R+2,51.2% D(2020sp.)[q],https://en.wikipedia.org/wiki/Mark_Kelly,general
Arizona,Mark Kelly,Democratic,"2020, (special)",Incumbent re-elected.,Blake Masters,Republican,46.5,False,R+2,51.2% D(2020sp.)[q],https://en.wikipedia.org/wiki/Blake_Masters,general
Arizona,Mark Kelly,Democratic,"2020, (special)",Incumbent re-elected.,Marc Victor,Libertarian,2.1,False,R+2,51.2% D(2020sp.)[q],,general
Arkansas,John Boozman,Republican,"2010, 2016",Incumbent re-elected.,John Boozman,Republican,65.8,True,R+16,59.8% R,https://en.wikipedia.org/wiki/John_Boozman,general
Arkansas,John Boozman,Republican,"2010, 2016",Incumbent re-elected.,Natalie James,Democratic,31.0,False,R+16,59.8% R,,general
Arkansas,John Boozman,Republican,"2010, 2016",Incumbent re-elected.,Kenneth Cates,Libertarian,3.2,False,R+16,59.8% R,,general
California,Alex Padilla,Democratic,"2021, (appointed)",Interim appointee elected.Winner also elected to finish the term; see above.,Alex Padilla,Democratic,61.1,True,D+13,Appointed(2021)[r],https://en.wikipedia.org/wiki/Alex_Padilla,general
California,Alex Padilla,Democratic,"2021, (appointed)",Interim appointee elected.Winner also elected to finish the term; see above.,Mark Meuser,Republican,38.9,False,D+13,Appointed(2021)[r],,general
Colorado,Michael Bennet,Democratic,"2009, (appointed), 2010, 2016",Incumbent re-elected.,Michael Bennet,Democratic,55.9,True,D+4,50.0% D,https://en.wikipedia.org/wiki/Michael_Bennet,general
Colorado,Michael Bennet,Democratic,"2009, (appointed), 2010, 2016",Incumbent re-elected.,Joe O'Dea,Republican,41.3,False,D+4,50.0% D,https://en.wikipedia.org/wiki/Joe_O%27Dea,general
Colorado,Michael Bennet,Democratic,"2009, (appointed), 2010, 2016",Incumbent re-elected.,Brian Peotter,Libertarian,1.7,False,D+4,50.0% D,,general
Colorado,Michael Bennet,Democratic,"2009, (appointed), 2010, 2016",Incumbent re-elected.,T. J. Cole,Unity,0.7,False,D+4,50.0% D,,general
Colorado,Michael Bennet,Democratic,"2009, (appointed), 2010, 2016",Incumbent re-elected.,Frank Atwood,Approval Voting,0.5,False,D+4,50.0% D,,general
Connecticut,Richard Blumenthal,Democratic,"2010, 2016",Incumbent re-elected.,Richard Blumenthal,Democratic,57.5,True,D+7,63.2% D,https://en.wikipedia.org/wiki/Richard_Blumenthal,general
Connecticut,Richard Blumenthal,Democratic,"2010, 2016",Incumbent re-elected.,Leora Levy,Republican,42.5,False,D+7,63.2% D,https://en.wikipedia.org/wiki/Leora_Levy,general
Florida,Marco Rubio,Republican,"2010, 2016",Incumbent re-elected.,Marco Rubio,Republican,57.7,True,R+3,52.0% R,https://en.wikipedia.org/wiki/Marco_Rubio,general
Florida,Marco Rubio,Republican,"2010, 2016",Incumbent re-elected.,Val Demings,Democratic,41.3,False,R+3,52.0% R,https://en.wikipedia.org/wiki/Val_Demings,general
Florida,Marco Rubio,Republican,"2010, 2016",Incumbent re-elected.,Dennis Misigoy,Libertarian,0.4,False,R+3,52.0% R,,general
Florida,Marco Rubio,Republican,"2010, 2016",Incumbent re-elected.,Steven B. Grant,Independent,0.4,False,R+3,52.0% R,https://en.wikipedia.org/wiki/Steven_B._Grant,general
Florida,Marco Rubio,Republican,"2010, 2016",Incumbent re-elected.,Tuan Nguyen,Independent,0.2,False,R+3,52.0% R,,general
Georgia,Raphael Warnock,Democratic,"2021, (special)",Incumbent re-elected in runoff.,Raphael Warnock,Democratic,49.4,True,R+3,51.0% D(2021sp.run-off)[s],https://en.wikipedia.org/wiki/Raphael_Warnock,general
Georgia,Raphael Warnock,Democratic,"2021, (special)",Incumbent re-elected in runoff.,Herschel Walker,Republican,48.5,True,R+3,51.0% D(2021sp.run-off)[s],https://en.wikipedia.org/wiki/Herschel_Walker,general
Georgia,Raphael Warnock,Democratic,"2021, (special)",Incumbent re-elected in runoff.,Chase Oliver,Libertarian,2.1,False,R+3,51.0% D(2021sp.run-off)[s],https://en.wikipedia.org/wiki/Chase_Oliver,general
Georgia,Raphael Warnock,Democratic,"2021, (special)",Incumbent re-elected in runoff.,Raphael Warnock,Democratic,51.4,True,R+3,51.0% D(2021sp.run-off)[s],https://en.wikipedia.org/wiki/Raphael_Warnock,general
Georgia,Raphael Warnock,Democratic,"2021, (special)",Incumbent re-elected in runoff.,Herschel Walker,Republican,48.6,False,R+3,51.0% D(2021sp.run-off)[s],https://en.wikipedia.org/wiki/Herschel_Walker,general
Hawaii,Brian Schatz,Democratic,"2012, (appointed), 2014, (special), 2016",Incumbent re-elected.,Brian Schatz,Democratic,71.2,True,D+14,73.6% D,https://en.wikipedia.org/wiki/Brian_Schatz,general
Hawaii,Brian Schatz,Democratic,"2012, (appointed), 2014, (special), 2016",Incumbent re-elected.,Bob McDermott,Republican,26.0,False,D+14,73.6% D,https://en.wikipedia.org/wiki/Bob_McDermott,general
Hawaii,Brian Schatz,Democratic,"2012, (appointed), 2014, (special), 2016",Incumbent re-elected.,Feena Bonoan,Libertarian,1.2,False,D+14,73.6% D,,general
Hawaii,Brian Schatz,Democratic,"2012, (appointed), 2014, (special), 2016",Incumbent re-elected.,Emma Pohlman,Green,1.0,False,D+14,73.6% D,,general
Hawaii,Brian Schatz,Democratic,"2012, (appointed), 2014, (special), 2016",Incumbent re-elected.,Dan Decker,Aloha ʻĀina,0.5,False,D+14,73.6% D,,general
Idaho,Mike Crapo,Republican,"1998, 2004, 2010, 2016",Incumbent re-elected.,Mike Crapo,Republican,60.7,True,R+18,66.1% R,https://en.wikipedia.org/wiki/Mike_Crapo,general
Idaho,Mike Crapo,Republican,"1998, 2004, 2010, 2016",Incumbent re-elected.,David Roth,Democratic,28.7,False,R+18,66.1% R,,general
Idaho,Mike Crapo,Republican,"1998, 2004, 2010, 2016",Incumbent re-elected.,Scott Cleveland,Independent,8.5,False,R+18,66.1% R,,general
Idaho,Mike Crapo,Republican,"1998, 2004, 2010, 2016",Incumbent re-elected.,Ray Writz,Constitution,1.4,False,R+18,66.1% R,,general
Idaho,Mike Crapo,Republican,"1998, 2004, 2010, 2016",Incumbent re-elected.,Idaho Sierra Law,Libertarian,0.7,False,R+18,66.1% R,,general
Illinois,Tammy Duckworth,Democratic,2016,Incumbent re-elected.,Tammy Duckworth,Democratic,56.8,True,D+7,54.9% D,https://en.wikipedia.org/wiki/Tammy_Duckworth,general
Illinois,Tammy Duckworth,Democratic,2016,Incumbent re-elected.,Kathy Salvi,Republican,41.5,False,D+7,54.9% D,,general
Illinois,Tammy Duckworth,Democratic,2016,Incumbent re-elected.,Bill Redpath,Libertarian,1.7,False,D+7,54.9% D,https://en.wikipedia.org/wiki/Bill_Redpath,general
Indiana,Todd Young,Republican,2016,Incumbent re-elected.,Todd Young,Republican,58.6,True,R+11,52.1% R,https://en.wikipedia.org/wiki/Todd_Young,general
Indiana,Todd Young,Republican,2016,Incumbent re-elected.,Thomas McDermott Jr.,Democratic,37.9,False,R+11,52.1% R,https://en.wikipedia.org/wiki/Thomas_McDermott_Jr.,general
Indiana,Todd Young,Republican,2016,Incumbent re-elected.,James Sceniak,Libertarian,3.4,False,R+11,52.1% R,,general
Iowa,Chuck Grassley,Republican,"1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent re-elected.,Chuck Grassley,Republican,56.0,True,R+6,60.1% R,https://en.wikipedia.org/wiki/Chuck_Grassley,general
Iowa,Chuck Grassley,Republican,"1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent re-elected.,Michael Franken,Democratic,43.8,False,R+6,60.1% R,https://en.wikipedia.org/wiki/Michael_Franken,general
Kansas,Jerry Moran,Republican,"2010, 2016",Incumbent re-elected.,Jerry Moran,Republican,60.0,True,R+10,62.2% R,https://en.wikipedia.org/wiki/Jerry_Moran,general
Kansas,Jerry Moran,Republican,"2010, 2016",Incumbent re-elected.,Mark Holland,Democratic,37.0,False,R+10,62.2% R,https://en.wikipedia.org/wiki/Mark_Holland_(American_politician),general
Kansas,Jerry Moran,Republican,"2010, 2016",Incumbent re-elected.,David Graham,Libertarian,3.0,False,R+10,62.2% R,,general
Kentucky,Rand Paul,Republican,"2010, 2016",Incumbent re-elected.,Rand Paul,Republican,61.8,True,R+16,57.3% R,https://en.wikipedia.org/wiki/Rand_Paul,general
Kentucky,Rand Paul,Republican,"2010, 2016",Incumbent re-elected.,Charles Booker,Democratic,38.2,False,R+16,57.3% R,https://en.wikipedia.org/wiki/Charles_Booker_(American_politician),general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,John Kennedy,Republican,61.6,True,R+12,60.7% R,https://en.wikipedia.org/wiki/John_Kennedy_(Louisiana_politician),general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Gary Chambers,Democratic,17.9,False,R+12,60.7% R,https://en.wikipedia.org/wiki/Gary_Chambers,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Luke Mixon,Democratic,13.2,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Syrita Steib,Democratic,2.3,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Devin Graham,Republican,1.8,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Vinny Mendoza,Democratic,0.9,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Beryl Billiot,Independent,0.7,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Salvador Rodriguez,Democratic,0.6,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Bradley McMorris,Independent,0.4,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Aaron Sigler,Libertarian,0.4,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Xan John,Independent,0.2,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Thomas La Fontaine Olson,Independent,0.1,False,R+12,60.7% R,,general
Louisiana,John Kennedy,Republican,2016,Incumbent re-elected.,Thomas Wenn,Independent,0.1,False,R+12,60.7% R,,general
Maryland,Chris Van Hollen,Democratic,2016,Incumbent re-elected.,Chris Van Hollen,Democratic,65.8,True,D+14,60.9% D,https://en.wikipedia.org/wiki/Chris_Van_Hollen,general
Maryland,Chris Van Hollen,Democratic,2016,Incumbent re-elected.,Chris Chaffee,Republican,34.2,False,D+14,60.9% D,,general
Missouri,Roy Blunt,Republican,"2010, 2016",Incumbent retired.[52]Republican hold.,Eric Schmitt,Republican,55.4,True,R+10,49.2% R,https://en.wikipedia.org/wiki/Eric_Schmitt,general
Missouri,Roy Blunt,Republican,"2010, 2016",Incumbent retired.[52]Republican hold.,Trudy Busch Valentine,Democratic,42.2,False,R+10,49.2% R,https://en.wikipedia.org/wiki/Trudy_Busch_Valentine,general
Missouri,Roy Blunt,Republican,"2010, 2016",Incumbent retired.[52]Republican hold.,Jonathan Dine,Libertarian,1.7,False,R+10,49.2% R,,general
Missouri,Roy Blunt,Republican,"2010, 2016",Incumbent retired.[52]Republican hold.,Paul Venable,Constitution,0.7,False,R+10,49.2% R,,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,Catherine Cortez Masto,Democratic,48.8,True,R+1,47.1% D,https://en.wikipedia.org/wiki/Catherine_Cortez_Masto,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,Adam Laxalt,Republican,48.0,False,R+1,47.1% D,https://en.wikipedia.org/wiki/Adam_Laxalt,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,None of These Candidates,,1.2,False,R+1,47.1% D,https://en.wikipedia.org/wiki/None_of_These_Candidates,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,Barry Linderman,Independent,0.8,False,R+1,47.1% D,,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,Neil Scott,Libertarian,0.6,False,R+1,47.1% D,,general
Nevada,Catherine Cortez Masto,Democratic,2016,Incumbent re-elected.,Barry Rubinson,Independent American,0.5,False,R+1,47.1% D,,general
New Hampshire,Maggie Hassan,Democratic,2016,Incumbent re-elected.,Maggie Hassan,Democratic,53.6,True,D+1,48.0% D,https://en.wikipedia.org/wiki/Maggie_Hassan,general
New Hampshire,Maggie Hassan,Democratic,2016,Incumbent re-elected.,Don Bolduc,Republican,44.4,False,D+1,48.0% D,https://en.wikipedia.org/wiki/Don_Bolduc,general
New Hampshire,Maggie Hassan,Democratic,2016,Incumbent re-elected.,Jeremy Kauffman,Libertarian,2.0,False,D+1,48.0% D,https://en.wikipedia.org/wiki/Jeremy_Kauffman,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010, 2016",Incumbent re-elected.,Chuck Schumer,Democratic,56.8,True,D+10,70.6% D,https://en.wikipedia.org/wiki/Chuck_Schumer,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010, 2016",Incumbent re-elected.,Joe Pinion,Republican,42.8,False,D+10,70.6% D,https://en.wikipedia.org/wiki/Joe_Pinion,general
New York,Chuck Schumer,Democratic,"1998, 2004, 2010, 2016",Incumbent re-elected.,Diane Sare,LaRouche,0.5,False,D+10,70.6% D,,general
North Carolina,Richard Burr,Republican,"2004, 2010, 2016",Incumbent retired.[53]Republican hold.,Ted Budd,Republican,50.5,True,R+3,51.1% R,https://en.wikipedia.org/wiki/Ted_Budd,general
North Carolina,Richard Burr,Republican,"2004, 2010, 2016",Incumbent retired.[53]Republican hold.,Cheri Beasley,Democratic,47.3,False,R+3,51.1% R,https://en.wikipedia.org/wiki/Cheri_Beasley,general
North Carolina,Richard Burr,Republican,"2004, 2010, 2016",Incumbent retired.[53]Republican hold.,Shannon Bray,Libertarian,1.4,False,R+3,51.1% R,,general
North Carolina,Richard Burr,Republican,"2004, 2010, 2016",Incumbent retired.[53]Republican hold.,Matthew Hoh,Green,0.8,False,R+3,51.1% R,,general
North Dakota,John Hoeven,Republican,"2010, 2016",Incumbent re-elected.,John Hoeven,Republican,56.4,True,R+20,78.5% R,https://en.wikipedia.org/wiki/John_Hoeven,general
North Dakota,John Hoeven,Republican,"2010, 2016",Incumbent re-elected.,Katrina Christiansen,Democratic–NPL,25.0,False,R+20,78.5% R,,general
North Dakota,John Hoeven,Republican,"2010, 2016",Incumbent re-elected.,Rick Becker,Independent,18.5,False,R+20,78.5% R,https://en.wikipedia.org/wiki/Rick_Becker,general
Ohio,Rob Portman,Republican,"2010, 2016",Incumbent retired.[54]Republican hold.,JD Vance,Republican,53.0,True,R+6,58.0% R,https://en.wikipedia.org/wiki/JD_Vance,general
Ohio,Rob Portman,Republican,"2010, 2016",Incumbent retired.[54]Republican hold.,Tim Ryan,Democratic,46.9,False,R+6,58.0% R,https://en.wikipedia.org/wiki/Tim_Ryan_(Ohio_politician),general
Oklahoma,James Lankford,Republican,"2014, (special), 2016",Incumbent re-elected.,James Lankford,Republican,64.3,True,R+20,67.7% R,https://en.wikipedia.org/wiki/James_Lankford,general
Oklahoma,James Lankford,Republican,"2014, (special), 2016",Incumbent re-elected.,Madison Horn,Democratic,32.1,False,R+20,67.7% R,,general
Oklahoma,James Lankford,Republican,"2014, (special), 2016",Incumbent re-elected.,Michael Delaney,Independent,1.8,False,R+20,67.7% R,,general
Oklahoma,James Lankford,Republican,"2014, (special), 2016",Incumbent re-elected.,Kenneth Blevins,Libertarian,1.8,False,R+20,67.7% R,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010, 2016",Incumbent re-elected.,Ron Wyden,Democratic,55.9,True,D+6,56.6% D,https://en.wikipedia.org/wiki/Ron_Wyden,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010, 2016",Incumbent re-elected.,Jo Rae Perkins,Republican,41.0,False,D+6,56.6% D,https://en.wikipedia.org/wiki/Jo_Rae_Perkins,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010, 2016",Incumbent re-elected.,Chris Henry,Progressive,1.9,False,D+6,56.6% D,,general
Oregon,Ron Wyden,Democratic,"1996, (special), 1998, 2004, 2010, 2016",Incumbent re-elected.,Dan Pulju,Pacific Green,1.2,False,D+6,56.6% D,,general
Pennsylvania,Pat Toomey,Republican,"2010, 2016",Incumbent retired.[55]Democratic gain.,John Fetterman,Democratic,51.2,True,R+2,48.8% R,https://en.wikipedia.org/wiki/John_Fetterman,general
Pennsylvania,Pat Toomey,Republican,"2010, 2016",Incumbent retired.[55]Democratic gain.,Mehmet Oz,Republican,46.3,False,R+2,48.8% R,https://en.wikipedia.org/wiki/Mehmet_Oz,general
Pennsylvania,Pat Toomey,Republican,"2010, 2016",Incumbent retired.[55]Democratic gain.,Erik Gerhardt,Libertarian,1.4,False,R+2,48.8% R,,general
Pennsylvania,Pat Toomey,Republican,"2010, 2016",Incumbent retired.[55]Democratic gain.,Richard Weiss,Green,0.6,False,R+2,48.8% R,,general
Pennsylvania,Pat Toomey,Republican,"2010, 2016",Incumbent retired.[55]Democratic gain.,Daniel Wassmer,Keystone,0.5,False,R+2,48.8% R,,general
South Carolina,Tim Scott,Republican,"2013, (appointed), 2014, (special), 2016",Incumbent re-elected.,Tim Scott,Republican,62.9,True,R+8,60.6% R,https://en.wikipedia.org/wiki/Tim_Scott,general
South Carolina,Tim Scott,Republican,"2013, (appointed), 2014, (special), 2016",Incumbent re-elected.,Krystle Matthews,Democratic,37.0,False,R+8,60.6% R,https://en.wikipedia.org/wiki/Krystle_Matthews,general
South Dakota,John Thune,Republican,"2004, 2010, 2016",Incumbent re-elected.,John Thune,Republican,69.6,True,R+16,71.8% R,https://en.wikipedia.org/wiki/John_Thune,general
South Dakota,John Thune,Republican,"2004, 2010, 2016",Incumbent re-elected.,Brian Bengs,Democratic,26.2,False,R+16,71.8% R,,general
South Dakota,John Thune,Republican,"2004, 2010, 2016",Incumbent re-elected.,Tamara Lesnar,Libertarian,4.2,False,R+16,71.8% R,,general
Utah,Mike Lee,Republican,"2010, 2016",Incumbent re-elected.,Mike Lee,Republican,53.1,True,R+13,68.2% R,https://en.wikipedia.org/wiki/Mike_Lee,general
Utah,Mike Lee,Republican,"2010, 2016",Incumbent re-elected.,Evan McMullin,Independent,42.8,False,R+13,68.2% R,https://en.wikipedia.org/wiki/Evan_McMullin,general
Utah,Mike Lee,Republican,"2010, 2016",Incumbent re-elected.,James Hansen,Libertarian,2.9,False,R+13,68.2% R,,general
Utah,Mike Lee,Republican,"2010, 2016",Incumbent re-elected.,Tommy Williams,Independent American,1.1,False,R+13,68.2% R,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Peter Welch,Democratic,68.5,True,D+16,61.3% D,https://en.wikipedia.org/wiki/Peter_Welch,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Gerald Malloy,Republican,28.1,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Dawn Ellis,Independent,1.0,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Natasha Diamondstone-Kohout,GMPJP,0.5,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Kerry Raheb,Independent,0.5,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Mark Coester,Independent,0.4,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Stephen Duke,Independent,0.4,False,D+16,61.3% D,,general
Vermont,Patrick Leahy,Democratic,"1974, 1980, 1986, 1992, 1998, 2004, 2010, 2016",Incumbent retired.[48]Democratic hold.,Cris Ericson,Independent,0.4,False,D+16,61.3% D,https://en.wikipedia.org/wiki/Cris_Ericson,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004, 2010, 2016",Incumbent re-elected.,Patty Murray,Democratic,57.1,True,D+8,59.0% D,https://en.wikipedia.org/wiki/Patty_Murray,general
Washington,Patty Murray,Democratic,"1992, 1998, 2004, 2010, 2016",Incumbent re-elected.,Tiffany Smiley,Republican,42.6,False,D+8,59.0% D,,general
Wisconsin,Ron Johnson,Republican,"2010, 2016",Incumbent re-elected.,Ron Johnson,Republican,50.4,True,R+2,50.2% R,https://en.wikipedia.org/wiki/Ron_Johnson,general
Wisconsin,Ron Johnson,Republican,"2010, 2016",Incumbent re-elected.,Mandela Barnes,Democratic,49.4,False,R+2,50.2% R,https://en.wikipedia.org/wiki/Mandela_Barnes,general
