state,primary_date,runoff_date,actual_primary_date,actual_runoff_date,election_year,source,primary_type,notes
Maryland,2020-04-28,,2020-06-02,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Massachusetts,2020-09-01,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Michigan,2020-08-04,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Minnesota,2020-08-11,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Mississippi,2020-03-10,2020-03-31,2020-06-23,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Missouri,2020-08-04,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Montana,2020-06-02,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Nebraska,2020-05-12,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Nevada,2020-06-09,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
New Hampshire,2020-09-08,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
New Jersey,2020-06-02,,2020-07-07,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
New Mexico,2020-06-02,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
New York,2020-06-23,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
North Carolina,2020-03-03,,2020-05-12,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
North Dakota,2020-06-09,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Ohio,2020-03-17,,2020-04-28,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Oklahoma,2020-06-30,2020-08-25,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Oregon,2020-05-19,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Pennsylvania,2020-04-28,,2020-06-02,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Rhode Island,2020-09-08,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
South Carolina,2020-06-09,2020-06-23,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
South Dakota,2020-06-02,2020-08-11,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Tennessee,2020-08-06,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Texas,2020-03-03,2020-05-26,,2020-07-14,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Utah,2020-06-30,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Vermont,2020-08-11,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,,
Virginia,2020-06-09,,2020-06-23,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Washington,2020-08-04,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,top_two,
West Virginia,2020-05-12,,2020-06-09,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Wisconsin,2020-08-11,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Wyoming,2020-08-18,,,,2020,https://www.ncsl.org/elections-and-campaigns/2020-state-primary-election-dates#alphabetical,traditional,
Alabama,2022-05-24,2022-06-21,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Alaska,2022-08-16,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,blanket,
Arizona,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Arkansas,2022-05-24,2022-06-21,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
California,2022-06-07,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,top_two,
Colorado,2022-06-28,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Connecticut,2022-08-09,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Delaware,2022-09-13,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Florida,2022-08-23,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Georgia,2022-05-24,2022-06-21,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Hawaii,2022-08-13,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Idaho,2022-05-17,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Illinois,2022-06-28,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Indiana,2022-05-03,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Iowa,2022-06-07,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Kansas,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Kentucky,2022-05-17,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Louisiana,2022-11-08,2022-12-10,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,jungle,
Maine,2022-06-14,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Maryland,2022-07-19,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Massachusetts,2022-09-06,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Michigan,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Minnesota,2022-08-09,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Mississippi,2022-06-07,2022-06-28,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Missouri,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Montana,2022-06-07,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Nebraska,2022-05-10,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Nevada,2022-06-14,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
New Hampshire,2022-09-13,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
New Jersey,2022-06-07,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
New Mexico,2022-06-07,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
New York,2022-06-28,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
North Carolina,2022-05-17,2022-07-26,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
North Dakota,2022-06-14,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Ohio,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Oklahoma,2022-06-28,2022-08-23,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Oregon,2022-05-17,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Pennsylvania,2022-05-17,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Rhode Island,2022-09-13,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
South Carolina,2022-06-14,2022-06-28,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
South Dakota,2022-06-07,2022-08-16,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Tennessee,2022-08-04,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Texas,2022-03-01,2022-05-24,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Utah,2022-06-28,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Vermont,2022-08-09,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Virginia,2022-06-21,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Washington,2022-08-02,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,top_two,
West Virginia,2022-05-10,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Wisconsin,2022-08-09,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Wyoming,2022-08-16,,,,2022,https://www.ncsl.org/elections-and-campaigns/2022-state-primary-election-dates-and-filing-deadlines,traditional,
Alabama,2024-03-05,2024-04-02,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Alaska,2024-08-20,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,blanket,
Arizona,2024-07-30,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Arkansas,2024-03-05,2024-04-02,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
California,2024-03-05,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,top_two,
Colorado,2024-06-25,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Connecticut,2024-08-13,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Delaware,2024-09-03,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Florida,2024-08-20,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Georgia,2024-05-21,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Hawaii,2024-08-10,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Idaho,2024-05-21,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Illinois,2024-03-19,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Indiana,2024-05-07,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Iowa,2024-06-04,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Kansas,2024-08-06,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Kentucky,2024-05-21,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Louisiana,2024-11-05,2024-12-07,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,jungle,
Maine,2024-06-11,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Maryland,2024-05-14,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Massachusetts,2024-09-03,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Michigan,2024-08-06,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Minnesota,2024-08-13,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Mississippi,2024-08-06,2024-08-27,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Missouri,2024-08-06,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Montana,2024-06-04,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Nebraska,2024-05-14,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Nevada,2024-06-11,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
New Hampshire,2024-09-10,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
New Jersey,2024-06-04,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
New Mexico,2024-06-04,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
New York,2024-06-25,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
North Carolina,2024-03-05,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
North Dakota,2024-06-11,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Ohio,2024-03-19,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Oklahoma,2024-06-18,2024-08-27,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Oregon,2024-05-21,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Pennsylvania,2024-04-23,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Rhode Island,2024-09-10,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
South Carolina,2024-06-11,2024-06-25,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
South Dakota,2024-06-04,2024-08-13,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Tennessee,2024-08-01,2024-08-31,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Texas,2024-03-05,2024-05-28,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Utah,2024-06-25,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Vermont,2024-08-13,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Virginia,2024-06-18,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Washington,2024-08-06,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,top_two,
West Virginia,2024-05-14,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Wisconsin,2024-08-13,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
Wyoming,2024-08-20,,,,2024,https://www.ncsl.org/elections-and-campaigns/2024-state-primary-election-dates,traditional,
